"geo_code","date","hits","geo","time","keyword","gprop","category","Inflation.Factor","hits.adj"
"US-AK-743",2020-04-18,19,20542,"2020-01-01 2020-04-30","covid symptoms","web",0,0.604303497332543,11.4817664493183
"US-AK-743",2020-04-19,20,20542,"2020-01-01 2020-04-30","covid symptoms","web",0,0.604303497332543,12.0860699466509
"US-AK-743",2020-04-20,17,20542,"2020-01-01 2020-04-30","covid symptoms","web",0,0.604303497332543,10.2731594546532
"US-AK-743",2020-04-21,0,20542,"2020-01-01 2020-04-30","covid symptoms","web",0,0.604303497332543,0
"US-AK-743",2020-04-22,18,20542,"2020-01-01 2020-04-30","covid symptoms","web",0,0.604303497332543,10.8774629519858
"US-AK-743",2020-04-23,0,20542,"2020-01-01 2020-04-30","covid symptoms","web",0,0.604303497332543,0
"US-AK-743",2020-04-24,18,20542,"2020-01-01 2020-04-30","covid symptoms","web",0,0.604303497332543,10.8774629519858
"US-AK-743",2020-04-25,0,20542,"2020-01-01 2020-04-30","covid symptoms","web",0,0.604303497332543,0
"US-AK-743",2020-04-26,0,20542,"2020-01-01 2020-04-30","covid symptoms","web",0,0.604303497332543,0
"US-AK-743",2020-04-27,19,20542,"2020-01-01 2020-04-30","covid symptoms","web",0,0.604303497332543,11.4817664493183
"US-AK-745",2020-01-01,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-02,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-03,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-04,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-05,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-06,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-07,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-08,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-09,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-10,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-11,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-12,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-13,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-14,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-15,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-16,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-17,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-18,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-19,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-20,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-21,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-01-22,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
