DMA,TotPop_sum,TotalPopUnder5_sum,TotalPop5_9_sum,TotalPop10_14_sum,TotalPop15_19_sum,TotalPop20_24_sum,TotalPop25_29_sum,TotalPop30_34_sum,TotalPop35_39_sum,TotalPop40_44_sum,TotalPop45_49_sum,TotalPop50_54_sum,TotalPop55_59_sum,TotalPop60_64_sum,TotalPop65_69_sum,TotalPop70_74_sum,TotalPop75_79_sum,TotalPop80_84_sum,TotalPop85Up_sum,TotalPop5_14_sum,TotalPop15_17_sum,TotalPopUnder18_sum,TotalPop18_24_sum,TotalPop15_44_sum,TotalPop16Up_sum,TotalPop18Up_sum,TotalPop21Up_sum,TotalPop60Up_sum,TotalPop62Up_sum,TotalPop65Up_sum,TotalPop75Up_sum,Pop5UpNonEnglishAtHome_sum,Pop5UpSpeakSpanish_sum,Pop5UpForeignBorn_sum,Pop25UpLessThanHighSchool_sum,Pop25UpHighSchoolPlus_sum,Pop25UpSomeCollege_sum,Pop25UpBachelorsUp_sum,TotalCivPopWithDisability_sum,TotalCivPopMale_sum,TotalCivPopFemale_sum,TotalCivPopBlack_sum,TotalCivPopAmericanIndian_sum,TotalCivPopAsian_sum,TotalCivPopHawaiin_sum,TotalCivPop2PlusRaces_sum,TotalCivPopWhite_sum,TotalCivPopHispanic_sum,TotalCivPopAmbulatoryDisability_sum,TotalCivPopSelfCareDisability_sum,TotalCivPopIndLivingDisability_sum,HousesWithFoodStamps_sum,HousesWith60Plus_sum,HousesWithChildren_sum,HousesInPoverty_sum,TotalCivIncome25kUnder_sum,TotalCivIncome25k_50k_sum,TotalCivIncome50k_75k_sum,TotalCivIncome75k_100k_sum,TotalCivIncome100kUp_sum,TotalCivNonInstiUnInsured_sum,TotEmpSelfEmployed_sum,TotEmpAgriculture_Mining_sum,TotEmpConstruction_sum,TotEmpManufacturing_sum,TotEmpWholesale_sum,TotEmpRetail_sum,TotEmpTransportation_sum,TotEmpInformation_sum,TotEmpFinance_Insurance_sum,TotEmpProfessional_sum,TotEmpEducation_Healthcare_sum,TotEmpEntertainment_Food_sum,TotEmpOther_sum,TotEmpPublicAdministration_sum,TotWorkerDroveAlone_sum,TotWorkerCarpool_sum,TotWorkerPublicTransportation_sum,TotWorkerManagement_sum,TotWorkerService_sum,TotWorkerSales_Office_sum,TotWorkerConstruction_Maintenance_sum,TotWorkerProduction_Transportation_sum,TotWorkerMilitary_sum,Housing1Detached_sum,Housing1Attached_sum,Housing2Apartments_sum,Housing3_4Apartments_sum,Housing5_9Apartments_sum,Housing10PlusApartments_sum,HousingMobileHome_sum
COLUMBUS (MS) - TUPELO (MS) - WEST POINT (MS),493207,0.06177730648591768,0.06539647653013846,0.06705703690336917,0.07152372127727304,0.07843765396679285,0.066018933226819565,0.05931181025411237,0.05926923178300389,0.05868529846494474,0.060122828751416744,0.06496258163408061,0.06409276429572168,0.06248897521730227,0.05221134331021255,0.039675024888130135,0.030005656854018698,0.02097699343277772,0.017986362723967825,0.13245351343350764,0.039670969795643614,0.23390178971506892,0.11029040544842227,0.3932466489729465,0.791746670262182,0.7660982102849311,0.7170822798540978,0.2233443564264092,0.19754180293467044,0.16085538120910692,0.06896901301076425,0.03068475033388224,0.01985788934559081,0.018312738525904506,0.18481120671265022,0.3146647539488451,0.30296584623851053,0.19755819309999412,0.17240549297947846,0.48248315589158053,0.5175168441084195,0.30351900426888856,0.0015861749729979941,0.006601861852594764,2.6127655197243224e-4,0.013462942961477138,0.6513521575888495,0.024712235766085482,0,0,0,0.16270813647453247,0.40537698126704996,0.310761970349728,0.20948445682986594,0.2387635652934218,0.2559399269660032,0.18804094018412795,0.13047780692279998,0.17052512472355089,0.12072211078537262,2.48378366343247e-4,0.021018153390958434,0.05797804176912687,0.2208340961155009,0.018900505167952265,0.11713860205530624,0.05551899698680428,0.011790550736971269,0.04020068180356339,0.05555363142035812,0.24375714335192047,0.07282137043505796,0.045158353577984374,0.03932987318849543,0.8623717788341256,0.08998248686514886,0.0019464598448836628,0.0025494120590442834,0.0015711783837878408,0.0018628971728796599,0.0010552914686014511,0.002464848636477358,4.503377533149862e-6,0.6979772257723538,0.009886983028769412,0.03154011648702467,0.028667979948429668,0.03292813786255385,0.03042969938660132,0.16856985751426726
COLUMBUS (OH),2478644,0.06557738828165723,0.06571213937943489,0.06479914017503119,0.06581743888997371,0.0665811629261806,0.07753271546861913,0.07140396119813898,0.06803760443210077,0.06374453128404078,0.06606434808709924,0.06651096325248805,0.06571456005783807,0.05799905109406595,0.04703620205241253,0.03297488465467409,0.023033158452766916,0.015512514100451699,0.015948236213026153,0.13051127955446606,0.03933804128386327,0.23542670911998656,0.09306056053229105,0.413117414199054,0.7904519567957319,0.7645732908800135,0.7244146396174682,0.19250404656739734,0.16804268785674747,0.1345049954733314,0.05449390876624477,0.08898359786555077,0.02494148571241064,0.0716229559937153,0.09429351956602848,0.3065774034645866,0.27371531943757693,0.32541375753180796,0.12889670368621492,0.49092343472376465,0.5090765652762353,0.12890942142101405,0.0016725872508400884,0.035245355872988396,3.04405136159761e-4,0.031370139004841355,0.7692018308615116,0.03658112827640643,0,0,0,0.12944801226943495,0.34231576110812284,0.3210916176054181,0.1301427469176413,0.14549334759907628,0.19825635753408866,0.17984846203612576,0.14297728735639728,0.3202998431616125,0.07179161294107463,4.354950619288741e-5,0.008707440814498786,0.05017214767137264,0.1078715527408304,0.027981582905629614,0.11834065719567424,0.05550470679126254,0.019675191215957982,0.08858756895338481,0.10734748241206854,0.24064587772348442,0.0875853562119967,0.04196007223805095,0.04562036312578836,0.8253325936320421,0.07820500269020322,0.014860967117599953,5.39630500796183e-4,2.8450049662071984e-4,3.38220884512044e-4,1.6735323330630577e-4,3.428230984279674e-4,7.530895498783761e-7,0.6607589660243178,0.05993981071638721,0.027282019109413337,0.059915600266525475,0.0683418894466649,0.08871971983246368,0.035041994604227564
CORPUS CHRISTI (TX),601374,0.06808076172232255,0.0682453847356221,0.07027074665682255,0.07124185614941783,0.07562016315969762,0.07146467921792429,0.0686245165238271,0.063030659789083,0.06000259405960351,0.05746008307642166,0.061502492625221575,0.0620013502412808,0.05669683092385105,0.04872009764306405,0.03607571993468291,0.026612390958039422,0.0188451778759973,0.015504494707120694,0.13851613139244465,0.04274045768523415,0.24933735080000133,0.10412156162388131,0.40998446889955337,0.7795914023552731,0.7506626491999987,0.7054861034896753,0.20245471204275542,0.179447398790104,0.14575788111890436,0.060962063541157414,0.37415243954663546,0.35502433836754504,0.07914965597967283,0.19591937512377416,0.3034415001556018,0.310133663226281,0.19050546149434303,0.1500031679112848,0.49219752012479856,0.5078024798752014,0.02829372873432526,0.0038357412313071828,0.01638409468801211,5.95909798435223e-4,0.017993736097578518,0.3094056142237504,0.6367398939349054,0,0,0,0.16869725954202147,0.39269949311395547,0.3447113926609833,0.1778144691174984,0.18690334103335554,0.21624333668389897,0.18554542014209366,0.1369821963385795,0.26358563035441224,0.17692356429404382,8.986042708771227e-5,0.05756466672580229,0.09860349954298453,0.06458380738243903,0.02243811007709485,0.11446212942215503,0.048173673594532784,0.011276905098904319,0.048783027563625424,0.07905403581304403,0.2330701798365543,0.10915920722277286,0.051085459965829895,0.06174529775426066,0.8301869126063599,0.10018999465518116,0.008793592459513973,0.0011735193486343404,0.0011200711602158216,9.398298240891375e-4,7.689516742547489e-4,6.721987492343645e-4,7.412522481400421e-6,0.709799315487222,0.0183884585946789,0.029512994671197994,0.05394750143208545,0.055685258906608776,0.06664131434155358,0.06602515656665335
DALLAS (TX) - FT. WORTH (TX),7858418,0.06954414998031411,0.07317885101047056,0.07452097864990129,0.0698370842579257,0.06589939603619965,0.07293541779019645,0.07262263218881969,0.07054765984705827,0.0694306411290415,0.06828168214009486,0.06634465104808628,0.06137762078830625,0.051419764130643086,0.04084244436984645,0.029015127472221507,0.01966782627241259,0.012801177030796784,0.011732895857664991,0.14769982966037185,0.0438733343021458,0.2611173139428318,0.09186314599197956,0.42127283124924125,0.7680390633331035,0.7388826860571682,0.6997759599960196,0.16547923513358542,0.14327018491508087,0.11405947100294232,0.044201899160874365,0.3003451491682544,0.22172862880852898,0.18553084139016462,0.14991749515689687,0.23342203341495316,0.28683698655731577,0.3298234848708342,0.10045686626109158,0.49094433375972474,0.5090556662402753,0.14815175078526902,0.004848140635912091,0.06197974523168728,0.001050708878342252,0.029096810545380485,0.4893968607229293,0.27739857999464174,0,0,0,0.09909189750403409,0.31590132303799584,0.3756905154747708,0.11765581408856676,0.12489018441052302,0.1967743738567903,0.17795168949284698,0.1380999220673921,0.35720619631692935,0.16590046855936466,2.4605854489290386e-5,0.015204249247752811,0.07926751495328502,0.09387533687815997,0.031448244309024743,0.11625659491120979,0.06247176006993949,0.023174428914383503,0.08442157652007637,0.1258175056324944,0.1964252056899683,0.09002696058054326,0.051279065504244443,0.030331556788917916,0.8087128320969624,0.09799239121362086,0.013516698750540054,2.693312992840055e-4,1.410832992546077e-4,1.7909048387240714e-4,1.105568105042619e-4,1.3950841591409117e-4,2.887286124280344e-7,0.6591909302287591,0.027282644406084994,0.012896761651682884,0.03149915869376998,0.056356445204372975,0.16642725287650495,0.04634680693882515
DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL),764426,0.059563646448446285,0.060750157634617344,0.06589257822209083,0.06415271066133282,0.05941713128543508,0.05767072286918551,0.0594550682472862,0.06031846117217363,0.057169693338531134,0.060997401972198745,0.06742313840711854,0.07201089444890676,0.06932260284187089,0.05906000057559528,0.044200485069843254,0.032494970082126984,0.02469042130958392,0.025409915413656784,0.12664273585670818,0.039169259025726495,0.22537564133088095,0.08440058292104141,0.35818378757394437,0.8002409651163095,0.774624358669119,0.736247851328971,0.2551783952926771,0.226195864609524,0.18585579245080622,0.08259530680536768,0.07489003942166718,0.045606167251361115,0.04504141083386424,0.0943681592039801,0.33813598673300166,0.33570244018005213,0.23179341388296612,0.1288695180165078,0.491704849636264,0.5082951503637361,0.049624556305910776,0.0026794599571073542,0.016720681599267737,3.991251177419097e-4,0.025276593706595143,0.8311647535269356,0.08096253013394639,0,0,0,0.12133577962785048,0.42361166895337365,0.28624216387816936,0.1215542752852493,0.14679023580311956,0.22026650914528687,0.20040338245233116,0.15859236553474784,0.263171128885483,0.04922676160522801,1.3930298950822742e-4,0.026872262462249163,0.06182189589716906,0.18814713258836518,0.026043602386320776,0.12066502035860885,0.058636647698334696,0.01473418181517852,0.047998964863160964,0.0677491555100389,0.22592962721308676,0.08213920938670895,0.04430440731533407,0.0349578925054441,0.8421281907362883,0.07486030711491258,0.007028625522539353,0.001403211889183959,8.254516108313996e-4,9.363123312306099e-4,4.984543725757944e-4,0.0010815203277232783,1.6754768826077126e-6,0.7757077813372577,0.028189152975878724,0.026392990145203216,0.033121371124513604,0.032427326095129154,0.07074118225429682,0.0334201960677208
DAYTON (OH),1271171,0.05991719446085538,0.0601878110812786,0.06572994506639941,0.06659607558699814,0.06554900953530249,0.06380022829343968,0.060134317098171686,0.05784980934901756,0.05666743498711031,0.06205302040402117,0.06889867688926195,0.07086694079710755,0.06716798920050882,0.05568566306185399,0.043041416143068084,0.03157246350018998,0.022008053991162478,0.02227395055425273,0.125917756147678,0.0398097502224327,0.2256447008309661,0.09233533489986792,0.37059687485003984,0.8020274219597521,0.7743552991690339,0.7323483622581068,0.24174953645103608,0.2138146638021163,0.17458154725052727,0.0758544680456052,0.047038257548497664,0.015644272915784522,0.0362232490882891,0.09821169045081457,0.3359136019488698,0.3191539671774145,0.24672074042290107,0.14894590470624025,0.4870852067349036,0.5129147932650964,0.11014523303638371,0.002022515152894321,0.01650110467813424,4.2398560844330213e-4,0.028872541622052363,0.8183936295164248,0.024977622981776602,0,0,0,0.13061157440064936,0.4051987206122508,0.29735715597128143,0.13779508537304203,0.16013082071956186,0.2180188294324262,0.19560508175895738,0.14750946382189092,0.2612078719196168,0.06507819779767024,4.418443459944786e-5,0.01194666162986598,0.05013921469756429,0.18673826119071993,0.023120938868642374,0.109965276430977,0.04430923033075928,0.015700652142017543,0.04862480163381222,0.08896586499462872,0.23757565741210754,0.08844813135256649,0.045047886145818755,0.04941742317051988,0.8337525890177796,0.08275457820371725,0.01308009378567376,5.77615847864872e-4,3.011121668455339e-4,3.766465469509403e-4,1.6901244779241376e-4,4.5252271158171045e-4,2.9051684655925516e-6,0.7431793365350238,0.04653338100437736,0.028792022186361572,0.04706291611506759,0.04539314116748964,0.06581309729724506,0.02322610569443505
DENVER (CO),4413467,0.06037475753189046,0.06467319229984046,0.06462742329329754,0.06347640075251497,0.06834400257212754,0.07823985089273354,0.07806107987212774,0.07185779343087871,0.06716329815086416,0.06569868994149045,0.06462493092165411,0.06499606771728439,0.059251377658425905,0.04677229941902817,0.03290315754031921,0.021177228695716994,0.013478292689171573,0.014280156620634072,0.129300615593138,0.03751268560521694,0.22718805873024542,0.09430771771942557,0.42714242567124666,0.7975158758409205,0.7728119412697546,0.7335278591637822,0.18786251262329592,0.1627656896494298,0.12861113496487003,0.04893567800552264,0.1826600160838967,0.12629283060907812,0.11444331511536639,0.08733448297510549,0.20769723458168757,0.28435033440683694,0.42061794803637,0.09536083476205472,0.5009194356647734,0.49908056433522663,0.03955414288037091,0.007879635683479956,0.03432475963292094,0.0010871775028808831,0.032917191788951264,0.685595081036345,0.2129779356022275,0,0,0,0.06815810552388046,0.33389786924638887,0.3101105130774301,0.10081370019300626,0.10080289682264713,0.16616892963784458,0.16469801552372387,0.14766838845030553,0.4108799162823012,0.0816435086881582,1.5088114418483875e-4,0.026781403092808877,0.08107273268834049,0.06836451798226595,0.02582163608452399,0.10716846668946572,0.047872516464968505,0.029481649441493674,0.07053099470388514,0.14175996320468834,0.2027599029540627,0.10707469634957582,0.048710085021270166,0.04260143532265059,0.7469179984063965,0.08526770469354177,0.036092791186199805,9.237381385193285e-4,4.757527362034294e-4,5.193440010486049e-4,3.69728087089397e-4,2.975502657730529e-4,1.1210414302419036e-6,0.6203179726362645,0.07451814938625193,0.01536424389133718,0.031319033727326195,0.048494521637095035,0.17375528698227474,0.03623079173945042
DES MOINES (IA) - AMES (IA),1164247,0.06489516399870474,0.06721340059282953,0.06657951448446936,0.06952734256562396,0.07418700670905744,0.06596796040702703,0.06692308419089764,0.06439784684864981,0.05895312592602772,0.060600542668351305,0.06378457492267535,0.06576611320450042,0.05978112891851987,0.04890199416446853,0.03428482100447757,0.026772669373423336,0.019348128017508313,0.022115582002788067,0.1337929150772989,0.03895565116336997,0.2376437302393736,0.10475869811131143,0.3999563666472836,0.7884907584043592,0.7623562697606264,0.715594714867206,0.2112043234811857,0.18579992046361296,0.1514231945626658,0.06823637939371972,0.09190102260233142,0.043112245600917795,0.06680763080133702,0.07632515941620102,0.2909877926766509,0.31945805022426677,0.31322899768288126,0.11410121221099966,0.49664485093552013,0.5033551490644799,0.03348003032706167,0.0023669051582148864,0.03276542714969194,8.435803362120802e-4,0.02185117081630341,0.8503202642288822,0.062300325057298975,0,0,0,0.11027482317369472,0.35765671400032395,0.30959883375627667,0.11248636682684521,0.12436361101186066,0.18803911145195165,0.19110406190903625,0.15744189491847424,0.3193047433964566,0.047152480631639494,2.1994293103419656e-4,0.034156722202948395,0.06156410132978326,0.11794584922040606,0.030709013012321783,0.1136681667051221,0.04519536742089109,0.0178411065868343,0.11015239970187359,0.08344053822110158,0.23420353269845906,0.07301607326340531,0.04356695975791338,0.03454016987894009,0.8132232939250483,0.08326033940069028,0.013533834586466165,0.0019699079348202155,9.439423474511193e-4,0.0011722909968524004,6.912905158519195e-4,0.0011267225302313021,2.5315814789499e-6,0.7184493277900761,0.05328437989309433,0.01837265806381945,0.027013660169537282,0.03424005183305437,0.11904108849414179,0.029598833756276657
DETROIT (MI),4874215,0.05780766749107292,0.059889438607037236,0.06375057316921802,0.06587953137069251,0.06898485191974503,0.06800910505589106,0.06080302161476258,0.06034017785428013,0.06101597898328243,0.06838783270742058,0.07232118402655607,0.07277582133738458,0.06552152500453919,0.05197041985222236,0.038214768942280965,0.0257719448157293,0.0183939362543507,0.020162220993534343,0.12364001177625525,0.040554222577379125,0.2220019018447073,0.09431016071305841,0.3850326667986537,0.8050293226704197,0.77799809815529275,0.7395213383078095,0.22003481586265686,0.19193921482741325,0.15451329085811766,0.06432810206361435,0.13091928313614004,0.02860108595677077,0.10182630266036763,0.09869789181627167,0.26357788072530597,0.31986303137458955,0.31786119608383284,0.13737441950956217,0.4868928446630009,0.513107155336999,0.2055563832818754,0.0029041828374655704,0.045188002133398575,3.1162001699858264e-4,0.02558156498961508,0.679359534074347,0.04374272998559481,0,0,0,0.1466070256452198,0.39094385481479615,0.29367278804998603,0.13977420714559832,0.15673949579137328,0.1912764166673727,0.1684618225183485,0.1336484112028636,0.342257348126054,0.05862609875502844,1.4165809262421834e-5,0.004451484953980856,0.046776993322333996,0.18869603506454433,0.023563047499756594,0.10414369656573418,0.044366612897991264,0.016366991822424782,0.05956218439410246,0.11206602407398149,0.23095619651091293,0.09414298608242133,0.044350824379927885,0.030556922431887894,0.8314362820899679,0.08271871678630685,0.016577858045291053,1.4586043779620908e-4,6.76473669460012e-5,8.322730321152629e-5,3.6174104892368604e-5,6.997540339947046e-5,8.953986359497181e-8,0.7074654033842714,0.06223773364118502,0.01888684772875498,0.027596030642566997,0.053564725397554386,0.0994331586463753,0.03081610055929186
DOTHAN (AL),267295,0.06082792420359528,0.06359265979535719,0.066245159842122,0.06258253989038329,0.059769168895789294,0.06355898913185806,0.06261246936904918,0.06083166538842852,0.06267232832638096,0.06393310761518173,0.06661553714061243,0.07131072410632447,0.06121700742625189,0.057636693540844386,0.043865392169700146,0.03238369591649676,0.021055388241456068,0.019289549000168354,0.1298378196374792,0.040872444303110794,0.23153818814418525,0.08147926448306178,0.3720271610018893,0.7958472848351072,0.7684618118558147,0.7354683028115004,0.23544772629491761,0.2082306066331207,0.1742307188686657,0.07272863315812118,0.04180276932392167,0.027995984639653276,0.02593651906499466,0.15448708523256383,0.3222783141912682,0.33191197372935355,0.19132262684681448,0.18698448819470784,0.47849839288655965,0.5215016071134404,0.23358503143352988,0.005784842181077054,0.00899523804050922,9.960655411126052e-5,0.023530132898129313,0.6879288349481089,0.044351733728694734,0,0,0,0.1622321961140935,0.4177496162007295,0.3022089236997272,0.17959850196055424,0.21875514793488796,0.24945695272902804,0.19727078041735147,0.11934780693184996,0.21388591984737212,0.1129040290851138,2.0263801228841526e-4,0.03150184512135042,0.060902947546499844,0.11053996523549697,0.033797789572508154,0.13299746237718557,0.08380662012808954,0.011405359682471812,0.03786914046160567,0.07133229845418801,0.22259506790232475,0.08634424294252703,0.0522861843634099,0.06462107621234232,0.8695719773184561,0.07825132613865009,7.77391622462045e-4,0.0018858606182549844,0.0010920065849643315,0.0012868117797695262,8.450704225352113e-4,0.0012282787634900311,6.12767514175965e-5,0.7106300175032024,0.020260690154204192,0.02320396608876764,0.029510985948546453,0.030987513078510175,0.02292039465321169,0.16248643257355747
DULUTH (MN) - SUPERIOR (WI),420952,0.04982753378057356,0.05422470970561964,0.057329576768847756,0.06280526045724928,0.07080617267526938,0.05446464204944982,0.05584009578289211,0.05554552538056595,0.05414869153727741,0.05823466808567247,0.06936182747676695,0.08019679203329595,0.07939147456242042,0.0665040194606511,0.0467440468271917,0.03429844732891161,0.02386970485946141,0.026406811227883464,0.1115542864744674,0.03403238373971379,0.19541420399475476,0.09957904939280487,0.353610387882704,0.8277309526976947,0.8045857960052453,0.7581101883350121,0.2772145042665197,0.24458608107337654,0.1978230297040993,0.08457496341625649,0.03439947796998327,0.009175527592836588,0.021846256159729186,0.06119471382263945,0.30403606784960946,0.37463524432733325,0.2601339740004178,0.14759306197023375,0.5037098783082373,0.4962901216917627,0.010414798803921663,0.036892813352654104,0.007991625513106945,4.434407122190936e-4,0.0265046694549314,0.9049364886280478,0.01583059110889256,0,0,0,0.11585261731509687,0.43798921455759304,0.24619782858968497,0.1381065434254521,0.15798120586795644,0.21791839721625852,0.20076959983716275,0.14816493086686602,0.25314649051812294,0.049670206115120116,2.5545529532331845e-4,0.03082960481915665,0.06785312570300198,0.08823955807733647,0.02100132476816557,0.11404504211762942,0.057494938385782485,0.012172869747794137,0.05404054290499163,0.06522358587247232,0.28198065338565753,0.11412502812007899,0.041222786012447825,0.05177094008548504,0.7887229752150496,0.09262577532736044,0.01609107384434745,0.0020032161727544223,0.0012844270873216428,0.0012124460780560023,6.830538326058657e-4,9.413686601832708e-4,2.0420144472522143e-6,0.759057182674988,0.01810059435609587,0.03161269355131899,0.02862163368054599,0.02185732148660633,0.09119702987203993,0.049553544378404875
EL PASO (TX),1059331,0.07546083329950695,0.07268738477397527,0.0779539161980533,0.07753383975358033,0.08999736626229196,0.07594604519267349,0.06756906009547535,0.058883389610990336,0.062466783281146306,0.0573522345706866,0.05687929457365073,0.055949462443749876,0.04805674524770823,0.038942502390659765,0.030579677173612402,0.022813454906917666,0.016050696146907812,0.014877314078413641,0.15064130097202857,0.04571753304680029,0.27181966731833584,0.12181367296907199,0.4323964841961578,0.7590573673384429,0.7281803326816642,0.6799347890319456,0.17132038994421953,0.15189492236137714,0.12326364469651128,0.05374146513223912,0.6727299459971635,0.6517557303350137,0.25171305083863166,0.22229089442867753,0.23669908444553767,0.30484647610388843,0.2361635450218964,0.1389807952152451,0.481246744479073,0.518753255520927,0.0272479220440355,0.006819012921204996,0.01122178669778387,0.0011310055570590363,0.023091525121224202,0.14757488546871256,0.8052002975921998,0,0,0,0.21790937411169575,0.3555276454788576,0.3916979446452294,0.21614291764077992,0.23155253307415263,0.2676321923369039,0.18973345710375278,0.11392795514001286,0.19259007062479813,0.18766447352467308,1.4135435713406321e-5,0.01480344904631407,0.0614275878106946,0.06042214794785392,0.025888366536407866,0.11549562941447378,0.06446898639806299,0.01812071662099249,0.04749734390603127,0.10818168138727902,0.26024477102874055,0.10575813813512565,0.044298631598626584,0.07339255016939723,0.8059301598642493,0.10525587210860052,0.012719924979905331,2.3689381084218987e-4,2.3778690720728768e-4,1.873269625792623e-4,1.312851656693757e-4,9.355184424399393e-5,6.251674555684559e-6,0.6670563119637543,0.02911897620939906,0.026810110280254554,0.04566681556338069,0.049585506355182475,0.09211678916805412,0.08964549045997482
ELMIRA (NY),241885,0.056138247514314656,0.05801103830332596,0.060702399900779296,0.06185170638939992,0.05901978212787068,0.05897017177584389,0.05796969634330364,0.05640283605845753,0.05746119023502904,0.06372036298240899,0.07306364594745438,0.07823965934224941,0.07079810653823097,0.061620191413274905,0.043983711267751205,0.033912809806312914,0.022771151580296422,0.02536329247369618,0.11871343820410525,0.03846042540876863,0.21331211112718854,0.08241106310850198,0.3516753829299047,0.8122826963226326,0.7866878888728115,0.7505756867933109,0.2584492630795626,0.22873679641151787,0.18765115654133163,0.08204725386030552,0.038347656215780575,0.011305002934657872,0.02653456326158752,0.09965131432194137,0.38199866161052864,0.2921387228946781,0.22621130117285182,0.1588539136972011,0.4930206824315478,0.5069793175684523,0.024293515675483907,0.001985040397683838,0.013316664625313066,1.520456474821663e-4,0.020720442959652998,0.9235168158262625,0.018955024052776735,0,0,0,0.13903792407025847,0.4287725167792081,0.2751994124727147,0.13949692976192904,0.1625494676290593,0.22918769612832654,0.20535454088549696,0.14966782249515354,0.24312521381419178,0.05712270506100832,8.337548947969948e-5,0.03061473029434358,0.06182901467033894,0.1690180428306447,0.018679856856463006,0.11493639105914975,0.04192194555299496,0.013443126674535814,0.03979540216963633,0.06747793828340172,0.2649373278624023,0.0826728870402638,0.04978172484214865,0.04489161186367639,0.809656302705175,0.09711568696580179,0.01016703669471257,0.0012758821119231612,7.260807836336436e-4,7.31797955158318e-4,4.183063832220073e-4,6.593804491791095e-4,0,0.6910177686203309,0.014932985169016096,0.06719843326057243,0.04165731655072523,0.025337114180215836,0.04626777372039413,0.11358860849874539
ERIE (PA),402171,0.0554415907661169,0.058089718055255105,0.06111828053241034,0.06985834383881483,0.06629766939933511,0.0644974401436205,0.05852734284669954,0.05371844314980444,0.05686138483381447,0.06280910359026384,0.0686126050858963,0.07490843447190375,0.07082808059258375,0.058039987965318236,0.04333231386648963,0.03069092500453787,0.022363621444609384,0.024004714412526017,0.11920799858766544,0.03884417324968732,0.21349376260346967,0.09731183998846261,0.3697606242120889,0.8111052263838019,0.7865062373965304,0.7410877462571891,0.24925964328606487,0.2199039711963319,0.17843156269348112,0.07705926086167326,0.06334995287911255,0.017784844448422373,0.0377361967389187,0.09012028545245947,0.4133684977667458,0.24360149220345342,0.2529097245773413,0.1593911617968746,0.4906664433515538,0.5093335566484462,0.050037811308880326,0.0018931031157533587,0.0131781293299024,2.512295019565449e-4,0.025102648821759013,0.8836147611289594,0.031388461714146505,0,0,0,0.17041852203623983,0.4211987023719949,0.283671103107153,0.1474324974405151,0.17140449979952393,0.2375971293857312,0.19850683394998755,0.13929026396861408,0.2300348676096655,0.0631118960975684,4.0857016784062494e-5,0.016914804948601873,0.05280905609396024,0.18010317758638536,0.020128890268948124,0.10736679250627836,0.03836746256135362,0.012622094385156374,0.05717258548649812,0.061813942593167616,0.2696072823546716,0.09948411206807324,0.04907200095877799,0.034537798188127494,0.7893867597749882,0.10665336547787292,0.014409621193227478,5.287222545515006e-4,3.103610718541303e-4,3.336381522431901e-4,1.5351788732784658e-4,3.3585501704214816e-4,0,0.6961737242663838,0.03334731284923092,0.06597303598080695,0.044905083198677705,0.029930554698967573,0.06000296036807243,0.06966732863786064
EUGENE (OR),630293,0.04875034309440213,0.05053998695844631,0.05292459221346263,0.06714020304842351,0.09319951197300304,0.06460963393215537,0.058472805504741446,0.05859497091035439,0.052664395765144145,0.05535203468862894,0.06026879562362267,0.06746544860882162,0.07403064923773546,0.06732583100240681,0.04867577460006695,0.03243412190838229,0.02354936513653174,0.024001535793670564,0.10346457917190893,0.03326706785574328,0.18548199012205435,0.12707264716568326,0.3946815211338219,0.8381006928523719,0.8145180098779456,0.7599687764262018,0.27001727767879385,0.2400708876665297,0.19598662844105835,0.0799850228385846,0.08238292364810547,0.04364490314660938,0.060645533602639246,0.08803301237964237,0.2464919730805092,0.37499653813132944,0.290478476408519,0.17345737314690135,0.49343637721207173,0.5065636227879283,0.009039739114341692,0.011751979935799664,0.028736989221235888,0.0020389669234254643,0.04892244267599252,0.832571778655622,0.0773196040766575,0,0,0,0.1961382824211074,0.4469674021949344,0.247322350894362,0.17084139152317263,0.1772545102969425,0.2367993643783863,0.19306049254293317,0.13678787724078956,0.23469179371653573,0.07158560789293988,5.538641853551163e-5,0.03227420207824135,0.05382130554721781,0.1008854680331032,0.02415562511613281,0.12448722896388091,0.03773423095064534,0.016280033732115548,0.045792061518231064,0.09232379972271057,0.2760637765676143,0.10696725412003487,0.047843145662707434,0.04137186798736475,0.7178125684256623,0.10055470403620173,0.02334136194438362,5.167506021458287e-4,2.9450405079921175e-4,3.142106415590103e-4,1.3575651412305671e-4,1.9633603386614115e-4,1.8246843296109772e-6,0.6339873088364362,0.045564694643148405,0.02712211943984901,0.04106375872808755,0.04417441417930734,0.09571187796599638,0.1123758262071751
