STATE_ABBR,STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA
AL ,Alabama,Autauga                     ,1,1,16610,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Alabama,Baldwin                     ,1,3,58950,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
AL ,Alabama,Barbour                     ,1,5,10570,126,COLUMBUS (GA)                                                        
AL ,Alabama,Bibb                        ,1,7,7820,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Blount                      ,1,9,20000,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Bullock                     ,1,11,3930,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Alabama,Butler                      ,1,13,8220,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Alabama,Calhoun                     ,1,15,43960,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Chambers                    ,1,17,14170,126,COLUMBUS (GA)                                                        
AL ,Alabama,Cherokee                    ,1,19,10010,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Chilton                     ,1,21,15880,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Choctaw                     ,1,23,6150,185,MERIDIAN (MS)                                                        
AL ,Alabama,Clarke                      ,1,25,10460,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
AL ,Alabama,Clay                        ,1,27,5780,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Cleburne                    ,1,29,5610,9,ATLANTA (GA)                                                         
AL ,Alabama,Coffee                      ,1,31,17300,171,DOTHAN (AL)                                                          
AL ,Alabama,Colbert                     ,1,33,22230,83,HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)                       
AL ,Alabama,Conecuh                     ,1,35,5560,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
AL ,Alabama,Coosa                       ,1,37,4690,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Alabama,Covington                   ,1,39,15510,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Alabama,Crenshaw                    ,1,41,5520,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Alabama,Cullman                     ,1,43,31150,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Dale                        ,1,45,18550,171,DOTHAN (AL)                                                          
AL ,Alabama,Dallas                      ,1,47,17250,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Alabama,DeKalb                      ,1,49,25820,83,HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)                       
AL ,Alabama,Elmore                      ,1,51,23910,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Alabama,Escambia                    ,1,53,14430,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
AL ,Alabama,Etowah                      ,1,55,41270,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Fayette                     ,1,57,7450,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Franklin                    ,1,59,12240,83,HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)                       
AL ,Alabama,Geneva                      ,1,61,10550,171,DOTHAN (AL)                                                          
AL ,Alabama,Greene                      ,1,63,3680,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Hale                        ,1,65,6250,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Henry                       ,1,67,6510,171,DOTHAN (AL)                                                          
AL ,Alabama,Houston                     ,1,69,36350,171,DOTHAN (AL)                                                          
AL ,Alabama,Jackson                     ,1,71,22130,83,HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)                       
AL ,Alabama,Jefferson                   ,1,73,258560,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Lamar                       ,1,75,6360,131,COLUMBUS (MS) - TUPELO (MS) - WEST POINT (MS)                        
AL ,Alabama,Lauderdale                  ,1,77,36580,83,HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)                       
AL ,Alabama,Lawrence                    ,1,79,13640,83,HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)                       
AL ,Alabama,Lee                         ,1,81,47310,126,COLUMBUS (GA)                                                        
AL ,Alabama,Limestone                   ,1,83,25370,83,HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)                       
AL ,Alabama,Lowndes                     ,1,85,4830,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Alabama,Macon                       ,1,87,8730,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Alabama,Madison                     ,1,89,111960,83,HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)                       
AL ,Alabama,Marengo                     ,1,91,8430,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Alabama,Marion                      ,1,93,12490,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Marshall                    ,1,95,32800,83,HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)                       
AL ,Alabama,Mobile                      ,1,97,149310,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
AL ,Alabama,Monroe                      ,1,99,9270,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
AL ,Alabama,Montgomery                  ,1,101,85350,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Alabama,Morgan                      ,1,103,43930,83,HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)                       
AL ,Alabama,Perry                       ,1,105,4130,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Alabama,Pickens                     ,1,107,7930,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Pike                        ,1,109,11850,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Alabama,Randolph                    ,1,111,8810,9,ATLANTA (GA)                                                         
AL ,Alabama,Russell                     ,1,113,19590,126,COLUMBUS (GA)                                                        
AL ,Alabama,Shelby                      ,1,117,58280,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,St. Clair                   ,1,115,25220,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Sumter                      ,1,119,5450,185,MERIDIAN (MS)                                                        
AL ,Alabama,Talladega                   ,1,121,30630,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Tallapoosa                  ,1,123,16730,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Alabama,Tuscaloosa                  ,1,125,64890,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Walker                      ,1,127,28400,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Alabama,Washington                  ,1,129,6560,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
AL ,Alabama,Wilcox                      ,1,131,4600,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Alabama,Winston                     ,1,133,10380,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AK ,Alaska,Anchorage Borough           ,2,20,95010,156,ANCHORAGE (AK)                                                       
AK ,Alaska,Fairbanks North Star Borough,2,90,31860,203,FAIRBANKS (AK)                                                       
AK ,Alaska,Juneau Borough              ,2,110,25270,206,JUNEAU (AK)                                                          
AK ,Alaska,Kenai Peninsula Borough     ,2,122,17600,156,ANCHORAGE (AK)                                                       
AK ,Alaska,Matanuska-Susitna Borough   ,2,170,20130,156,ANCHORAGE (AK)                                                       
AZ ,Arizona,Apache                      ,4,1,17490,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
AZ ,Arizona,Cochise                     ,4,3,44660,74,TUCSON (AZ) - SIERRA VISTA (AZ)                                      
AZ ,Arizona,Coconino                    ,4,5,39790,16,PHOENIX (AZ)                                                         
AZ ,Arizona,Gila                        ,4,7,20410,16,PHOENIX (AZ)                                                         
AZ ,Arizona,Graham                      ,4,9,10270,16,PHOENIX (AZ)                                                         
AZ ,Arizona,Greenlee                    ,4,11,2900,16,PHOENIX (AZ)                                                         
AZ ,Arizona,La Paz                      ,4,12,8990,16,PHOENIX (AZ)                                                         
AZ ,Arizona,Maricopa                    ,4,13,1201440,16,PHOENIX (AZ)                                                         
AZ ,Arizona,Mohave                      ,4,15,66770,16,PHOENIX (AZ)                                                         
AZ ,Arizona,Navajo                      ,4,17,28850,16,PHOENIX (AZ)                                                         
AZ ,Arizona,Pima                        ,4,19,342980,74,TUCSON (AZ) - SIERRA VISTA (AZ)                                      
AZ ,Arizona,Pinal                       ,4,21,67090,16,PHOENIX (AZ)                                                         
AZ ,Arizona,Santa Cruz                  ,4,23,12160,74,TUCSON (AZ) - SIERRA VISTA (AZ)                                      
AZ ,Arizona,Yavapai                     ,4,25,73180,16,PHOENIX (AZ)                                                         
AZ ,Arizona,Yuma                        ,4,27,56840,172,YUMA (AZ) - EL CENTRO (CA)                                           
AR ,Arkansas,Arkansas                    ,5,1,8370,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Ashley                      ,5,3,9260,133,MONROE (LA) - EL DORADO (AR)                                         
AR ,Arkansas,Baxter                      ,5,5,17170,73,SPRINGFIELD (MO)                                                     
AR ,Arkansas,Benton                      ,5,7,60860,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
AR ,Arkansas,Boone                       ,5,9,13820,73,SPRINGFIELD (MO)                                                     
AR ,Arkansas,Bradley                     ,5,11,4780,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Calhoun                     ,5,13,2250,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Carroll                     ,5,15,10260,73,SPRINGFIELD (MO)                                                     
AR ,Arkansas,Chicot                      ,5,17,4920,182,GREENWOOD (MS) - GREENVILLE (MS)                                     
AR ,Arkansas,Clark                       ,5,19,8850,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Clay                        ,5,21,7150,181,JONESBORO (AR)                                                       
AR ,Arkansas,Cleburne                    ,5,23,10390,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Cleveland                   ,5,25,3340,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Columbia                    ,5,27,9680,81,SHREVEPORT (LA)                                                      
AR ,Arkansas,Conway                      ,5,29,8010,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Craighead                   ,5,31,32820,181,JONESBORO (AR)                                                       
AR ,Arkansas,Crawford                    ,5,33,20170,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
AR ,Arkansas,Crittenden                  ,5,35,18330,43,MEMPHIS (TN)                                                         
AR ,Arkansas,Cross                       ,5,37,7350,43,MEMPHIS (TN)                                                         
AR ,Arkansas,Dallas                      ,5,39,3470,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Desha                       ,5,41,5680,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Drew                        ,5,43,7430,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Faulkner                    ,5,45,33800,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Franklin                    ,5,47,6930,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
AR ,Arkansas,Fulton                      ,5,49,4770,73,SPRINGFIELD (MO)                                                     
AR ,Arkansas,Garland                     ,5,51,38080,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Grant                       ,5,53,6260,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Greene                      ,5,55,15020,181,JONESBORO (AR)                                                       
AR ,Arkansas,Hempstead                   ,5,57,8840,81,SHREVEPORT (LA)                                                      
AR ,Arkansas,Hot Spring                  ,5,59,12280,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Howard                      ,5,61,5450,81,SHREVEPORT (LA)                                                      
AR ,Arkansas,Independence                ,5,63,13530,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Izard                       ,5,65,5360,181,JONESBORO (AR)                                                       
AR ,Arkansas,Jackson                     ,5,67,6770,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Jefferson                   ,5,69,29810,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Johnson                     ,5,71,8840,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
AR ,Arkansas,Lafayette                   ,5,73,3310,81,SHREVEPORT (LA)                                                      
AR ,Arkansas,Lawrence                    ,5,75,6850,181,JONESBORO (AR)                                                       
AR ,Arkansas,Lee                         ,5,77,3970,43,MEMPHIS (TN)                                                         
AR ,Arkansas,Lincoln                     ,5,79,4310,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Little River                ,5,81,5380,81,SHREVEPORT (LA)                                                      
AR ,Arkansas,Logan                       ,5,83,8650,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
AR ,Arkansas,Lonoke                      ,5,85,20110,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Madison                     ,5,87,5280,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
AR ,Arkansas,Marion                      ,5,89,7130,73,SPRINGFIELD (MO)                                                     
AR ,Arkansas,Miller                      ,5,91,15550,81,SHREVEPORT (LA)                                                      
AR ,Arkansas,Mississippi                 ,5,93,18740,43,MEMPHIS (TN)                                                         
AR ,Arkansas,Monroe                      ,5,95,3840,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Montgomery                  ,5,97,3790,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Nevada                      ,5,99,3840,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Newton                      ,5,101,3440,73,SPRINGFIELD (MO)                                                     
AR ,Arkansas,Ouachita                    ,5,103,11290,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Perry                       ,5,105,4130,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Phillips                    ,5,107,9200,43,MEMPHIS (TN)                                                         
AR ,Arkansas,Pike                        ,5,109,4420,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Poinsett                    ,5,111,9920,43,MEMPHIS (TN)                                                         
AR ,Arkansas,Polk                        ,5,113,7920,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Pope                        ,5,115,20670,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Prairie                     ,5,117,3930,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Pulaski                     ,5,119,146820,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Randolph                    ,5,121,7240,181,JONESBORO (AR)                                                       
AR ,Arkansas,Saline                      ,5,125,33320,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Scott                       ,5,127,4320,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
AR ,Arkansas,Searcy                      ,5,129,3430,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Sebastian                   ,5,131,45520,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
AR ,Arkansas,Sevier                      ,5,133,5680,81,SHREVEPORT (LA)                                                      
AR ,Arkansas,Sharp                       ,5,135,7140,181,JONESBORO (AR)                                                       
AR ,Arkansas,St. Francis                 ,5,123,9770,43,MEMPHIS (TN)                                                         
AR ,Arkansas,Stone                       ,5,137,4700,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Union                       ,5,139,17710,133,MONROE (LA) - EL DORADO (AR)                                         
AR ,Arkansas,Van Buren                   ,5,141,7020,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Washington                  ,5,143,62100,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
AR ,Arkansas,White                       ,5,145,25780,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Woodruff                    ,5,147,3410,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
AR ,Arkansas,Yell                        ,5,149,7980,56,LITTLE ROCK (AR) - PINE BLUFF (AR)                                   
CA ,California,Alameda                     ,6,1,519600,5,SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)                    
CA ,California,Alpine                      ,6,3,430,114,RENO (NV)                                                            
CA ,California,Amador                      ,6,5,13050,19,SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)                       
CA ,California,Butte                       ,6,7,80530,132,CHICO (CA) - REDDING (CA)                                            
CA ,California,Calaveras                   ,6,9,16800,19,SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)                       
CA ,California,Colusa                      ,6,11,6050,19,SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)                       
CA ,California,Contra Costa                ,6,13,347910,5,SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)                    
CA ,California,Del Norte                   ,6,15,8960,190,EUREKA (CA)                                                          
CA ,California,El Dorado                   ,6,17,58940,19,SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)                       
CA ,California,Fresno                      ,6,19,260500,57,FRESNO (CA) - VISALIA (CA)                                           
CA ,California,Glenn                       ,6,21,9090,132,CHICO (CA) - REDDING (CA)                                            
CA ,California,Humboldt                    ,6,23,50170,190,EUREKA (CA)                                                          
CA ,California,Imperial                    ,6,25,39560,172,YUMA (AZ) - EL CENTRO (CA)                                           
CA ,California,Inyo                        ,6,27,7180,2,LOS ANGELES (CA)                                                     
CA ,California,Kern                        ,6,29,212160,130,BAKERSFIELD (CA)                                                     
CA ,California,Kings                       ,6,31,36550,57,FRESNO (CA) - VISALIA (CA)                                           
CA ,California,Lake                        ,6,33,23450,5,SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)                    
CA ,California,Lassen                      ,6,35,9710,114,RENO (NV)                                                            
CA ,California,Los Angeles                 ,6,37,3156430,2,LOS ANGELES (CA)                                                     
CA ,California,Madera                      ,6,39,37460,57,FRESNO (CA) - VISALIA (CA)                                           
CA ,California,Marin                       ,6,41,99200,5,SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)                    
CA ,California,Mariposa                    ,6,43,6400,57,FRESNO (CA) - VISALIA (CA)                                           
CA ,California,Mendocino                   ,6,45,29630,5,SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)                    
CA ,California,Merced                      ,6,47,65920,57,FRESNO (CA) - VISALIA (CA)                                           
CA ,California,Modoc                       ,6,49,3760,132,CHICO (CA) - REDDING (CA)                                            
CA ,California,Mono                        ,6,51,4980,114,RENO (NV)                                                            
CA ,California,Monterey                    ,6,53,123450,120,MONTEREY (CA) - SALINAS (CA)                                         
CA ,California,Napa                        ,6,55,45810,5,SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)                    
CA ,California,Nevada                      ,6,57,36350,19,SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)                       
CA ,California,Orange                      ,6,59,952590,2,LOS ANGELES (CA)                                                     
CA ,California,Placer                      ,6,61,98210,19,SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)                       
CA ,California,Plumas                      ,6,63,8280,19,SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)                       
CA ,California,Riverside                   ,6,65,515100,2,LOS ANGELES (CA)                                                     
CA ,California,Sacramento                  ,6,67,458850,19,SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)                       
CA ,California,San Benito                  ,6,69,16230,120,MONTEREY (CA) - SALINAS (CA)                                         
CA ,California,San Bernardino              ,6,71,533030,2,LOS ANGELES (CA)                                                     
CA ,California,San Diego                   ,6,73,1004220,26,SAN DIEGO (CA)                                                       
CA ,California,San Francisco               ,6,75,320800,5,SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)                    
CA ,California,San Joaquin                 ,6,77,184800,19,SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)                       
CA ,California,San Luis Obispo             ,6,79,94320,119,SANTA BARBARA (CA) - SAN MARCOS (CA) - SAN LUIS OBISPO (CA)          
CA ,California,San Mateo                   ,6,81,254170,5,SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)                    
CA ,California,Santa Barbara               ,6,83,135930,119,SANTA BARBARA (CA) - SAN MARCOS (CA) - SAN LUIS OBISPO (CA)          
CA ,California,Santa Clara                 ,6,85,570970,5,SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)                    
CA ,California,Santa Cruz                  ,6,87,88610,120,MONTEREY (CA) - SALINAS (CA)                                         
CA ,California,Shasta                      ,6,89,64080,132,CHICO (CA) - REDDING (CA)                                            
CA ,California,Sierra                      ,6,91,1380,19,SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)                       
CA ,California,Siskiyou                    ,6,93,17620,141,MEDFORD (OR) - KLAMATH FALLS (OR)                                    
CA ,California,Solano                      ,6,95,133640,19,SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)                       
CA ,California,Sonoma                      ,6,97,172750,5,SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)                    
CA ,California,Stanislaus                  ,6,99,147520,19,SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)                       
CA ,California,Sutter                      ,6,101,27290,19,SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)                       
CA ,California,Tehama                      ,6,103,21420,132,CHICO (CA) - REDDING (CA)                                            
CA ,California,Trinity                     ,6,105,5400,132,CHICO (CA) - REDDING (CA)                                            
CA ,California,Tulare                      ,6,107,112500,57,FRESNO (CA) - VISALIA (CA)                                           
CA ,California,Tuolumne                    ,6,109,21390,19,SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)                       
CA ,California,Ventura                     ,6,111,246960,2,LOS ANGELES (CA)                                                     
CA ,California,Yolo                        ,6,113,60010,19,SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)                       
CA ,California,Yuba                        ,6,115,20180,19,SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)                       
CO ,Colorado,Adams                       ,8,1,134910,18,DENVER (CO)                                                          
CO ,Colorado,Alamosa                     ,8,3,5370,18,DENVER (CO)                                                          
CO ,Colorado,Arapahoe                    ,8,5,197960,18,DENVER (CO)                                                          
CO ,Colorado,Archuleta                   ,8,7,3890,18,DENVER (CO)                                                          
CO ,Colorado,Baca                        ,8,9,1840,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  
CO ,Colorado,Bent                        ,8,11,1970,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  
CO ,Colorado,Boulder                     ,8,13,114940,18,DENVER (CO)                                                          
CO ,Colorado,Chaffee                     ,8,15,6890,18,DENVER (CO)                                                          
CO ,Colorado,Cheyenne                    ,8,17,870,18,DENVER (CO)                                                          
CO ,Colorado,Clear Creek                 ,8,19,4070,18,DENVER (CO)                                                          
CO ,Colorado,Conejos                     ,8,21,2950,18,DENVER (CO)                                                          
CO ,Colorado,Costilla                    ,8,23,1510,18,DENVER (CO)                                                          
CO ,Colorado,Crowley                     ,8,25,1480,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  
CO ,Colorado,Custer                      ,8,27,1480,18,DENVER (CO)                                                          
CO ,Colorado,Delta                       ,8,29,11350,184,GRAND JUNCTION (CO) - MONTROSE (CO)                                  
CO ,Colorado,Denver                      ,8,31,238360,18,DENVER (CO)                                                          
CO ,Colorado,Dolores                     ,8,33,660,36,SALT LAKE CITY (UT)                                                  
CO ,Colorado,Douglas                     ,8,35,71710,18,DENVER (CO)                                                          
CO ,Colorado,Eagle                       ,8,37,15220,18,DENVER (CO)                                                          
CO ,Colorado,El Paso                     ,8,41,198900,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  
CO ,Colorado,Elbert                      ,8,39,7390,18,DENVER (CO)                                                          
CO ,Colorado,Fremont                     ,8,43,16040,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  
CO ,Colorado,Garfield                    ,8,45,17150,18,DENVER (CO)                                                          
CO ,Colorado,Gilpin                      ,8,47,2120,18,DENVER (CO)                                                          
CO ,Colorado,Grand                       ,8,49,5350,18,DENVER (CO)                                                          
CO ,Colorado,Gunnison                    ,8,51,5580,18,DENVER (CO)                                                          
CO ,Colorado,Hinsdale                    ,8,53,400,18,DENVER (CO)                                                          
CO ,Colorado,Huerfano                    ,8,55,3200,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  
CO ,Colorado,Jackson                     ,8,57,650,18,DENVER (CO)                                                          
CO ,Colorado,Jefferson                   ,8,59,212340,18,DENVER (CO)                                                          
CO ,Colorado,Kiowa                       ,8,61,680,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  
CO ,Colorado,Kit Carson                  ,8,63,3050,18,DENVER (CO)                                                          
CO ,Colorado,La Plata                    ,8,67,16820,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
CO ,Colorado,Lake                        ,8,65,2750,18,DENVER (CO)                                                          
CO ,Colorado,Larimer                     ,8,69,101170,18,DENVER (CO)                                                          
CO ,Colorado,Las Animas                  ,8,71,6220,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  
CO ,Colorado,Lincoln                     ,8,73,2170,18,DENVER (CO)                                                          
CO ,Colorado,Logan                       ,8,75,7760,18,DENVER (CO)                                                          
CO ,Colorado,Mesa                        ,8,77,47070,184,GRAND JUNCTION (CO) - MONTROSE (CO)                                  
CO ,Colorado,Mineral                     ,8,79,380,18,DENVER (CO)                                                          
CO ,Colorado,Moffat                      ,8,81,5090,18,DENVER (CO)                                                          
CO ,Colorado,Montezuma                   ,8,83,9240,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
CO ,Colorado,Montrose                    ,8,85,13590,184,GRAND JUNCTION (CO) - MONTROSE (CO)                                  
CO ,Colorado,Morgan                      ,8,87,9700,18,DENVER (CO)                                                          
CO ,Colorado,Otero                       ,8,89,7820,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  
CO ,Colorado,Ouray                       ,8,91,1650,18,DENVER (CO)                                                          
CO ,Colorado,Park                        ,8,93,6380,18,DENVER (CO)                                                          
CO ,Colorado,Phillips                    ,8,95,1790,18,DENVER (CO)                                                          
CO ,Colorado,Pitkin                      ,8,97,5960,18,DENVER (CO)                                                          
