STATE_ABBR,STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA
IL ,Illinois,Livingston                  ,17,105,13960,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IL ,Illinois,Logan                       ,17,107,10810,82,CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)                     
IL ,Illinois,Macon                       ,17,115,45570,82,CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)                     
IL ,Illinois,Macoupin                    ,17,117,19380,22,ST. LOUIS (MO)                                                       
IL ,Illinois,Madison                     ,17,119,101620,22,ST. LOUIS (MO)                                                       
IL ,Illinois,Marion                      ,17,121,16240,22,ST. LOUIS (MO)                                                       
IL ,Illinois,Marshall                    ,17,123,5200,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IL ,Illinois,Mason                       ,17,125,6230,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IL ,Illinois,Massac                      ,17,127,6210,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Illinois,McDonough                   ,17,109,11890,164,QUINCY (IL) - HANNIBAL (MO) - KEOKUK (IA)                            
IL ,Illinois,McHenry,17,111,94000,3,CHICAGO (IL)                                                         
IL ,Illinois,McLean                      ,17,113,57950,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IL ,Illinois,Menard                      ,17,129,4940,82,CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)                     
IL ,Illinois,Mercer                      ,17,131,6540,92,DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL)                      
IL ,Illinois,Monroe                      ,17,133,10720,22,ST. LOUIS (MO)                                                       
IL ,Illinois,Montgomery                  ,17,135,11400,22,ST. LOUIS (MO)                                                       
IL ,Illinois,Morgan                      ,17,137,13940,82,CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)                     
IL ,Illinois,Moultrie                    ,17,139,5340,82,CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)                     
IL ,Illinois,Ogle                        ,17,141,19380,135,ROCKFORD (IL)                                                        
IL ,Illinois,Peoria                      ,17,143,71390,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IL ,Illinois,Perry                       ,17,145,8540,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Illinois,Piatt                       ,17,147,6520,82,CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)                     
IL ,Illinois,Pike                        ,17,149,6680,164,QUINCY (IL) - HANNIBAL (MO) - KEOKUK (IA)                            
IL ,Illinois,Pope                        ,17,151,1770,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Illinois,Pulaski                     ,17,153,2850,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Illinois,Putnam                      ,17,155,2450,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IL ,Illinois,Randolph                    ,17,157,11870,22,ST. LOUIS (MO)                                                       
IL ,Illinois,Richland                    ,17,159,6470,146,TERRE HAUTE (IN)                                                     
IL ,Illinois,Rock Island                 ,17,161,59820,92,DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL)                      
IL ,Illinois,Saline                      ,17,165,10750,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Illinois,Sangamon                    ,17,167,78110,82,CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)                     
IL ,Illinois,Schuyler                    ,17,169,2850,164,QUINCY (IL) - HANNIBAL (MO) - KEOKUK (IA)                            
IL ,Illinois,Scott                       ,17,171,2180,164,QUINCY (IL) - HANNIBAL (MO) - KEOKUK (IA)                            
IL ,Illinois,Shelby                      ,17,173,9040,82,CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)                     
IL ,Illinois,St. Clair                   ,17,163,94610,22,ST. LOUIS (MO)                                                       
IL ,Illinois,Stark                       ,17,175,2470,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IL ,Illinois,Stephenson                  ,17,177,19680,135,ROCKFORD (IL)                                                        
IL ,Illinois,Tazewell                    ,17,179,49860,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IL ,Illinois,Union                       ,17,181,7270,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Illinois,Vermilion                   ,17,183,32510,82,CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)                     
IL ,Illinois,Wabash                      ,17,185,5130,99,EVANSVILLE (IN)                                                      
IL ,Illinois,Warren                      ,17,187,7040,92,DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL)                      
IL ,Illinois,Washington                  ,17,189,5720,22,ST. LOUIS (MO)                                                       
IL ,Illinois,Wayne                       ,17,191,7080,99,EVANSVILLE (IN)                                                      
IL ,Illinois,White                       ,17,193,6320,99,EVANSVILLE (IN)                                                      
IL ,Illinois,Whiteside                   ,17,195,23560,92,DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL)                      
IL ,Illinois,Will                        ,17,197,179660,3,CHICAGO (IL)                                                         
IL ,Illinois,Williamson                  ,17,199,25430,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Illinois,Winnebago                   ,17,201,108310,135,ROCKFORD (IL)                                                        
IL ,Illinois,Woodford                    ,17,203,12620,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IN ,Indiana,Adams                       ,18,1,11770,104,FT. WAYNE (IN)                                                       
IN ,Indiana,Allen                       ,18,3,130060,104,FT. WAYNE (IN)                                                       
IN ,Indiana,Bartholomew                 ,18,5,28030,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Benton                      ,18,7,3450,189,LAFAYETTE (IN)                                                       
IN ,Indiana,Blackford                   ,18,9,5620,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Boone                       ,18,11,17430,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Brown                       ,18,13,5820,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Carroll                     ,18,15,7420,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Cass                        ,18,17,15690,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Clark                       ,18,19,39000,50,LOUISVILLE (KY)                                                      
IN ,Indiana,Clay                        ,18,21,10270,146,TERRE HAUTE (IN)                                                     
IN ,Indiana,Clinton                     ,18,23,12300,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Crawford                    ,18,25,4070,50,LOUISVILLE (KY)                                                      
IN ,Indiana,Daviess                     ,18,27,10350,146,TERRE HAUTE (IN)                                                     
IN ,Indiana,Dearborn                    ,18,29,17320,32,CINCINNATI (OH)                                                      
IN ,Indiana,Decatur                     ,18,31,9310,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,DeKalb                     ,18,33,15500,104,FT. WAYNE (IN)                                                       
IN ,Indiana,Delaware                    ,18,35,46360,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Dubois                      ,18,37,14960,99,EVANSVILLE (IN)                                                      
IN ,Indiana,Elkhart                     ,18,39,65900,87,SOUTH BEND (IN) - ELKHART (IN)                                       
IN ,Indiana,Fayette                     ,18,41,9960,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Floyd                       ,18,43,27580,50,LOUISVILLE (KY)                                                      
IN ,Indiana,Fountain                    ,18,45,6730,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Franklin                    ,18,47,7830,32,CINCINNATI (OH)                                                      
IN ,Indiana,Fulton                      ,18,49,8160,87,SOUTH BEND (IN) - ELKHART (IN)                                       
IN ,Indiana,Gibson                      ,18,51,12560,99,EVANSVILLE (IN)                                                      
IN ,Indiana,Grant                       ,18,53,27850,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Greene                      ,18,55,13440,146,TERRE HAUTE (IN)                                                     
IN ,Indiana,Hamilton                    ,18,57,72550,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Hancock                     ,18,59,21660,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Harrison                    ,18,61,13250,50,LOUISVILLE (KY)                                                      
IN ,Indiana,Hendricks                   ,18,63,40090,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Henry                       ,18,65,19130,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Howard                      ,18,67,34940,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Huntington                  ,18,69,14430,104,FT. WAYNE (IN)                                                       
IN ,Indiana,Jackson                     ,18,71,16190,50,LOUISVILLE (KY)                                                      
IN ,Indiana,Jasper                      ,18,73,10970,3,CHICAGO (IL)                                                         
IN ,Indiana,Jay                         ,18,75,8190,104,FT. WAYNE (IN)                                                       
IN ,Indiana,Jefferson                   ,18,77,12120,50,LOUISVILLE (KY)                                                      
IN ,Indiana,Jennings                    ,18,79,10410,50,LOUISVILLE (KY)                                                      
IN ,Indiana,Johnson                     ,18,81,44580,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Knox                        ,18,83,15430,146,TERRE HAUTE (IN)                                                     
IN ,Indiana,Kosciusko                   ,18,85,27540,87,SOUTH BEND (IN) - ELKHART (IN)                                       
IN ,Indiana,LaGrange                    ,18,87,10900,87,SOUTH BEND (IN) - ELKHART (IN)                                       
IN ,Indiana,Lake                        ,18,89,179690,3,CHICAGO (IL)                                                         
IN ,Indiana,LaPorte                    ,18,91,40850,3,CHICAGO (IL)                                                         
IN ,Indiana,Lawrence                    ,18,93,18410,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Madison                     ,18,95,52580,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Marion                      ,18,97,352440,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Marshall                    ,18,99,16450,87,SOUTH BEND (IN) - ELKHART (IN)                                       
IN ,Indiana,Martin                      ,18,101,3950,146,TERRE HAUTE (IN)                                                     
IN ,Indiana,Miami                       ,18,103,13760,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Monroe                      ,18,105,45930,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Montgomery                  ,18,107,14720,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Morgan                      ,18,109,25230,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Newton                      ,18,111,5350,3,CHICAGO (IL)                                                         
IN ,Indiana,Noble                       ,18,113,17090,104,FT. WAYNE (IN)                                                       
IN ,Indiana,Ohio                        ,18,115,2180,32,CINCINNATI (OH)                                                      
IN ,Indiana,Orange                      ,18,117,7550,50,LOUISVILLE (KY)                                                      
IN ,Indiana,Owen                        ,18,119,8520,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Parke                       ,18,121,6320,146,TERRE HAUTE (IN)                                                     
IN ,Indiana,Perry                       ,18,123,7100,99,EVANSVILLE (IN)                                                      
IN ,Indiana,Pike                        ,18,125,5130,99,EVANSVILLE (IN)                                                      
IN ,Indiana,Porter                      ,18,127,55770,3,CHICAGO (IL)                                                         
IN ,Indiana,Posey                       ,18,129,10170,99,EVANSVILLE (IN)                                                      
IN ,Indiana,Pulaski                     ,18,131,5130,87,SOUTH BEND (IN) - ELKHART (IN)                                       
IN ,Indiana,Putnam                      ,18,133,12640,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Randolph                    ,18,135,10750,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Ripley                      ,18,137,9910,32,CINCINNATI (OH)                                                      
IN ,Indiana,Rush                        ,18,139,6780,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Scott                       ,18,143,8910,50,LOUISVILLE (KY)                                                      
IN ,Indiana,Shelby                      ,18,145,16600,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Spencer                     ,18,147,7580,99,EVANSVILLE (IN)                                                      
IN ,Indiana,St. Joseph                  ,18,141,100710,87,SOUTH BEND (IN) - ELKHART (IN)                                       
IN ,Indiana,Starke                      ,18,149,8710,87,SOUTH BEND (IN) - ELKHART (IN)                                       
IN ,Indiana,Steuben                     ,18,151,12860,104,FT. WAYNE (IN)                                                       
IN ,Indiana,Sullivan                    ,18,153,7840,146,TERRE HAUTE (IN)                                                     
IN ,Indiana,Switzerland                 ,18,155,3570,32,CINCINNATI (OH)                                                      
IN ,Indiana,Tippecanoe                  ,18,157,55710,189,LAFAYETTE (IN)                                                       
IN ,Indiana,Tipton                      ,18,159,6400,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Union                       ,18,161,2760,32,CINCINNATI (OH)                                                      
IN ,Indiana,Vanderburgh                 ,18,163,70330,99,EVANSVILLE (IN)                                                      
IN ,Indiana,Vermillion                  ,18,165,6730,146,TERRE HAUTE (IN)                                                     
IN ,Indiana,Vigo                        ,18,167,39950,146,TERRE HAUTE (IN)                                                     
IN ,Indiana,Wabash                      ,18,169,12940,104,FT. WAYNE (IN)                                                       
IN ,Indiana,Warren                      ,18,171,3220,82,CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)                     
IN ,Indiana,Warrick                     ,18,173,19940,99,EVANSVILLE (IN)                                                      
IN ,Indiana,Washington                  ,18,175,10450,50,LOUISVILLE (KY)                                                      
IN ,Indiana,Wayne                       ,18,177,27600,58,DAYTON (OH)                                                          
IN ,Indiana,Wells                       ,18,179,10310,104,FT. WAYNE (IN)                                                       
IN ,Indiana,White                       ,18,181,9640,25,INDIANAPOLIS (IN)                                                    
IN ,Indiana,Whitley                     ,18,183,11890,104,FT. WAYNE (IN)                                                       
IA ,Iowa,Adair                       ,19,1,3390,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Adams                       ,19,3,1770,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Allamakee                   ,19,5,5670,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Appanoose                   ,19,7,5690,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Audubon                     ,19,9,2670,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Benton                      ,19,11,9930,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Black Hawk                  ,19,13,49210,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Boone                       ,19,15,10370,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Bremer                      ,19,17,8750,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Buchanan                    ,19,19,7810,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Buena Vista                 ,19,21,7330,140,SIOUX CITY (IA)                                                      
IA ,Iowa,Butler                      ,19,23,6010,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Calhoun                     ,19,25,4390,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Carroll                     ,19,27,8450,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Cass                        ,19,29,5990,78,OMAHA (NE)                                                           
IA ,Iowa,Cedar                       ,19,31,7160,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Cerro Gordo                 ,19,33,19070,152,ROCHESTER (MN) - MASON CITY (IA) - AUSTIN (MN)                       
IA ,Iowa,Cherokee                    ,19,35,5270,140,SIOUX CITY (IA)                                                      
IA ,Iowa,Chickasaw                   ,19,37,5130,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Clarke                      ,19,39,3540,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Clay                        ,19,41,7160,140,SIOUX CITY (IA)                                                      
IA ,Iowa,Clayton                     ,19,43,7260,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Clinton                     ,19,45,19760,92,DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL)                      
IA ,Iowa,Crawford                    ,19,47,6360,78,OMAHA (NE)                                                           
IA ,Iowa,Dallas                      ,19,49,16680,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Davis                       ,19,51,3140,198,OTTUMWA (IA) - KIRKSVILLE (MO)                                       
IA ,Iowa,Decatur                     ,19,53,3300,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Delaware                    ,19,55,6860,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Des Moines                  ,19,57,16880,92,DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL)                      
IA ,Iowa,Dickinson                   ,19,59,7170,140,SIOUX CITY (IA)                                                      
IA ,Iowa,Dubuque                     ,19,61,33560,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Emmet                       ,19,63,4360,140,SIOUX CITY (IA)                                                      
IA ,Iowa,Fayette                     ,19,65,8730,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Floyd                       ,19,67,6740,152,ROCHESTER (MN) - MASON CITY (IA) - AUSTIN (MN)                       
IA ,Iowa,Franklin                    ,19,69,4250,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Fremont                     ,19,71,3160,78,OMAHA (NE)                                                           
IA ,Iowa,Greene                      ,19,73,4170,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Grundy                      ,19,75,4940,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Guthrie                     ,19,77,4660,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Hamilton                    ,19,79,6660,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Hancock                     ,19,81,4740,152,ROCHESTER (MN) - MASON CITY (IA) - AUSTIN (MN)                       
IA ,Iowa,Hardin                      ,19,83,7330,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Harrison                    ,19,85,6070,78,OMAHA (NE)                                                           
IA ,Iowa,Henry                       ,19,87,7550,92,DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL)                      
IA ,Iowa,Howard                      ,19,89,3840,152,ROCHESTER (MN) - MASON CITY (IA) - AUSTIN (MN)                       
IA ,Iowa,Humboldt                    ,19,91,4270,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Ida                         ,19,93,3180,140,SIOUX CITY (IA)                                                      
IA ,Iowa,Iowa                        ,19,95,6250,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Jackson                     ,19,97,7990,92,DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL)                      
IA ,Iowa,Jasper                      ,19,99,14670,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Jefferson                   ,19,101,6370,198,OTTUMWA (IA) - KIRKSVILLE (MO)                                       
IA ,Iowa,Johnson                     ,19,103,44190,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Jones                       ,19,105,7520,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Keokuk                      ,19,107,4410,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Kossuth                     ,19,109,6820,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Lee                         ,19,111,14830,164,QUINCY (IL) - HANNIBAL (MO) - KEOKUK (IA)                            
IA ,Iowa,Linn                        ,19,113,78080,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Louisa                      ,19,115,4450,92,DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL)                      
IA ,Iowa,Lucas                       ,19,117,3730,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Lyon                        ,19,119,4150,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
IA ,Iowa,Madison                     ,19,121,5440,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Mahaska                     ,19,123,8830,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Marion                      ,19,125,12040,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Marshall                    ,19,127,15070,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Mills                       ,19,129,5450,78,OMAHA (NE)                                                           
IA ,Iowa,Mitchell                    ,19,131,4130,152,ROCHESTER (MN) - MASON CITY (IA) - AUSTIN (MN)                       
IA ,Iowa,Monona                      ,19,133,4170,140,SIOUX CITY (IA)                                                      
IA ,Iowa,Monroe                      ,19,135,3130,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Montgomery                  ,19,137,4760,78,OMAHA (NE)                                                           
IA ,Iowa,Muscatine                   ,19,139,15700,92,DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL)                      
IA ,Iowa,O'Brien                     ,19,141,5860,140,SIOUX CITY (IA)                                                      
IA ,Iowa,Osceola                     ,19,143,2750,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     
IA ,Iowa,Page                        ,19,145,6620,78,OMAHA (NE)                                                           
IA ,Iowa,Palo Alto                   ,19,147,3950,140,SIOUX CITY (IA)                                                      
IA ,Iowa,Plymouth                    ,19,149,9530,140,SIOUX CITY (IA)                                                      
IA ,Iowa,Pocahontas                  ,19,151,3480,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Polk                        ,19,153,150150,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Pottawattamie               ,19,155,33730,78,OMAHA (NE)                                                           
IA ,Iowa,Poweshiek                   ,19,157,7300,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Ringgold                    ,19,159,2280,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Sac                         ,19,161,4680,140,SIOUX CITY (IA)                                                      
IA ,Iowa,Scott                       ,19,163,61990,92,DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL)                      
IA ,Iowa,Shelby                      ,19,165,5060,78,OMAHA (NE)                                                           
IA ,Iowa,Sioux                       ,19,167,10370,140,SIOUX CITY (IA)                                                      
IA ,Iowa,Story                       ,19,169,29660,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Tama                        ,19,171,6940,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Taylor                      ,19,173,2640,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Union                       ,19,175,5130,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Van Buren                   ,19,177,3160,198,OTTUMWA (IA) - KIRKSVILLE (MO)                                       
IA ,Iowa,Wapello                     ,19,179,14530,198,OTTUMWA (IA) - KIRKSVILLE (MO)                                       
IA ,Iowa,Warren                      ,19,181,14930,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Washington                  ,19,183,7680,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Wayne                       ,19,185,2760,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Webster                     ,19,187,15450,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Iowa,Winnebago                   ,19,189,4680,152,ROCHESTER (MN) - MASON CITY (IA) - AUSTIN (MN)                       
IA ,Iowa,Winneshiek                  ,19,191,7720,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Iowa,Woodbury                    ,19,193,38600,140,SIOUX CITY (IA)                                                      
IA ,Iowa,Worth                       ,19,195,3170,152,ROCHESTER (MN) - MASON CITY (IA) - AUSTIN (MN)                       
IA ,Iowa,Wright                      ,19,197,5730,72,DES MOINES (IA) - AMES (IA)                                          
KS ,Kansas,Allen                       ,20,1,5590,145,JOPLIN (MO) - PITTSBURG (KS)                                         
KS ,Kansas,Anderson                    ,20,3,3150,33,KANSAS CITY (MO)                                                     
KS ,Kansas,Atchison                    ,20,5,6240,33,KANSAS CITY (MO)                                                     
KS ,Kansas,Barber                      ,20,7,2180,66,WICHITA (KS) - HUTCHINSON (KS)                                       
KS ,Kansas,Barton                      ,20,9,11130,66,WICHITA (KS) - HUTCHINSON (KS)                                       
KS ,Kansas,Bourbon                     ,20,11,6010,145,JOPLIN (MO) - PITTSBURG (KS)                                         
KS ,Kansas,Brown                       ,20,13,4040,138,TOPEKA (KS)                                                          
KS ,Kansas,Butler                      ,20,15,21460,66,WICHITA (KS) - HUTCHINSON (KS)                                       
KS ,Kansas,Chase                       ,20,17,1280,66,WICHITA (KS) - HUTCHINSON (KS)                                       
KS ,Kansas,Chautauqua                  ,20,19,1750,60,TULSA (OK)                                                           
KS ,Kansas,Cherokee                    ,20,21,8730,145,JOPLIN (MO) - PITTSBURG (KS)                                         
KS ,Kansas,Cheyenne                    ,20,23,1280,66,WICHITA (KS) - HUTCHINSON (KS)                                       
KS ,Kansas,Clark                       ,20,25,990,66,WICHITA (KS) - HUTCHINSON (KS)                                       
KS ,Kansas,Clay                        ,20,27,3530,138,TOPEKA (KS)                                                          
KS ,Kansas,Cloud                       ,20,29,3920,138,TOPEKA (KS)                                                          
KS ,Kansas,Coffey                      ,20,31,3380,138,TOPEKA (KS)                                                          
KS ,Kansas,Comanche                    ,20,33,770,66,WICHITA (KS) - HUTCHINSON (KS)                                       
KS ,Kansas,Cowley                      ,20,35,13700,66,WICHITA (KS) - HUTCHINSON (KS)                                       
KS ,Kansas,Crawford                    ,20,37,15270,145,JOPLIN (MO) - PITTSBURG (KS)                                         
KS ,Kansas,Decatur                     ,20,39,1370,66,WICHITA (KS) - HUTCHINSON (KS)                                       
KS ,Kansas,Dickinson                   ,20,41,7710,66,WICHITA (KS) - HUTCHINSON (KS)                                       
KS ,Kansas,Doniphan                    ,20,43,3190,193,ST. JOSEPH (MO)                                                      
KS ,Kansas,Douglas                     ,20,45,38550,33,KANSAS CITY (MO)                                                     
KS ,Kansas,Edwards                     ,20,47,1380,66,WICHITA (KS) - HUTCHINSON (KS)                                       
KS ,Kansas,Elk                         ,20,49,1370,66,WICHITA (KS) - HUTCHINSON (KS)                                       
KS ,Kansas,Ellis                       ,20,51,11190,66,WICHITA (KS) - HUTCHINSON (KS)                                       
KS ,Kansas,Ellsworth                   ,20,53,2480,66,WICHITA (KS) - HUTCHINSON (KS)                                       
KS ,Kansas,Finney                      ,20,55,13130,66,WICHITA (KS) - HUTCHINSON (KS)                                       
KS ,Kansas,Ford                        ,20,57,10670,66,WICHITA (KS) - HUTCHINSON (KS)                                       
KS ,Kansas,Franklin                    ,20,59,9450,33,KANSAS CITY (MO)                                                     
KS ,Kansas,Geary                       ,20,61,9940,138,TOPEKA (KS)                                                          
