"","Category","Total Cases","Total Deaths"
"1892","20200319_ROCHESTER (NY)",31,0
"1893","20200319_ROCKFORD (IL)",1,0
"1894","20200319_SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)",96,6
"1895","20200319_SALISBURY (MD)",4,0
"1896","20200319_SALT LAKE CITY (UT)",81,0
"1897","20200319_SAN ANTONIO (TX)",20,0
"1898","20200319_SAN DIEGO (CA)",105,0
"1899","20200319_SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)",488,7
"1900","20200319_SANTA BARBARA (CA) - SAN MARCOS (CA) - SAN LUIS OBISPO (CA)",21,0
"1901","20200319_SAVANNAH (GA)",8,0
"1902","20200319_SEATTLE (WA) - TACOMA (WA)",1186,71
"1903","20200319_SHREVEPORT (LA)",17,0
"1904","20200319_SIOUX CITY (IA)",2,0
"1905","20200319_SIOUX FALLS (SD) - MITCHELL (SD)",14,1
"1906","20200319_SOUTH BEND (IN) - ELKHART (IN)",3,0
"1907","20200319_SPOKANE (WA)",19,0
"1908","20200319_SPRINGFIELD (MA) - HOLYOKE (MA)",5,0
"1909","20200319_SPRINGFIELD (MO)",7,0
"1910","20200319_ST. LOUIS (MO)",24,0
"1911","20200319_SYRACUSE (NY)",9,0
"1912","20200319_TALLAHASSEE (FL) - THOMASVILLE (GA)",9,0
"1913","20200319_TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)",67,1
"1914","20200319_TOLEDO (OH)",1,0
"1915","20200319_TOPEKA (KS)",2,0
"1916","20200319_TRAVERSE CITY (MI) - CADILLAC (MI)",3,0
"1917","20200319_TUCSON (AZ) - SIERRA VISTA (AZ)",8,0
"1918","20200319_TULSA (OK)",7,1
"1919","20200319_TWIN FALLS (ID)",18,0
"1920","20200319_TYLER (TX) - LONGVIEW (TX) - LUFKIN (TX) - NACOGDOCHES (TX)",7,0
"1921","20200319_UTICA (NY)",1,0
"1922","20200319_WACO (TX) - TEMPLE (TX) - BRYAN (TX)",12,0
"1923","20200319_WASHINGTON (DC) - HAGERSTOWN (MD)",153,1
"1924","20200319_WASHINGTON, DC(HAGRSTWN)",3,0
"1925","20200319_WATERTOWN (NY)",1,0
"1926","20200319_WAUSAU (WI) - RHINELANDER (WI)",1,0
"1927","20200319_WEST PALM BEACH (FL) - FT. PIERCE (FL)",30,0
"1928","20200319_WHEELING (WV) - STEUBENVILLE (OH)",2,0
"1929","20200319_WICHITA (KS) - HUTCHINSON (KS)",3,0
"1930","20200319_WICHITA FALLS (TX) - LAWTON (OK)",2,0
"1931","20200319_WILKES BARRE (PA) - SCRANTON (PA)",20,0
"1932","20200319_WILMINGTON (NC)",3,0
"1933","20200319_YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)",19,1
"1934","20200319_YOUNGSTOWN (OH)",7,0
"1935","20200320_ABILENE (TX) - SWEETWATER (TX)",1,0
"1936","20200320_ALBANY (GA)",64,6
"1937","20200320_ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)",149,0
"1938","20200320_ALBUQUERQUE (NM) - SANTA FE (NM)",42,0
"1939","20200320_ALEXANDRIA (LA)",2,0
"1940","20200320_ANCHORAGE (AK)",5,0
"1941","20200320_ATLANTA (GA)",373,7
"1942","20200320_AUGUSTA (GA)",12,0
"1943","20200320_AUSTIN (TX)",36,0
"1944","20200320_BAKERSFIELD (CA)",2,0
"1945","20200320_BALTIMORE (MD)",62,1
"1946","20200320_BANGOR (ME)",2,0
"1947","20200320_BATON ROUGE (LA)",17,0
"1948","20200320_BEND (OR)",8,0
"1949","20200320_BILLINGS (MT)",6,0
"1950","20200320_BILOXI (MS) - GULFPORT (MS)",11,0
"1951","20200320_BINGHAMTON (NY)",6,0
"1952","20200320_BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)",69,0
"1953","20200320_BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)",1,0
"1954","20200320_BOISE (ID)",6,0
"1955","20200320_BOSTON (MA) - MANCHESTER (NH)",400,1
"1956","20200320_BOWLING GREEN (KY)",2,0
"1957","20200320_BUFFALO (NY)",40,0
"1958","20200320_BURLINGTON (VT) - PLATTSBURGH (NY)",41,2
"1959","20200320_BUTTE (MT) - BOZEMAN (MT)",4,0
"1960","20200320_CASPER (WY) - RIVERTON (WY)",10,0
"1961","20200320_CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)",29,0
"1962","20200320_CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)",6,1
"1963","20200320_CHARLESTON (SC)",8,1
"1964","20200320_CHARLESTON (WV) - HUNTINGTON (WV)",2,0
"1965","20200320_CHARLOTTE (NC)",42,0
"1966","20200320_CHARLOTTESVILLE",1,0
"1967","20200320_CHATTANOOGA (TN)",7,0
"1968","20200320_CHEYENNE (WY) - SCOTTSBLUF (NE)",4,0
"1969","20200320_CHICAGO (IL)",561,4
"1970","20200320_CHICO (CA) - REDDING (CA)",1,0
"1971","20200320_CINCINNATI (OH)",24,0
"1972","20200320_CLARKSBURG (WV) - WESTON (WV)",2,0
"1973","20200320_CLEVELAND (OH) - AKRON (OH) - CANTON (OH)",109,0
"1974","20200320_COLORADO SPRINGS (CO) - PUEBLO (CO)",31,4
"1975","20200320_COLUMBIA (MO) - JEFFERSON CITY (MO)",13,1
"1976","20200320_COLUMBIA (SC)",74,1
"1977","20200320_COLUMBUS (GA)",16,0
"1978","20200320_COLUMBUS (MS) - TUPELO (MS) - WEST POINT (MS)",5,0
"1979","20200320_COLUMBUS (OH)",20,0
"1980","20200320_DALLAS (TX) - FT. WORTH (TX)",151,3
"1981","20200320_DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL)",2,0
"1982","20200320_DAYTON (OH)",5,0
"1983","20200320_DENVER (CO)",333,1
"1984","20200320_DES MOINES (IA) - AMES (IA)",13,0
"1985","20200320_DETROIT (MI)",515,4
"1986","20200320_DOTHAN (AL)",2,1
"1987","20200320_DULUTH (MN) - SUPERIOR (WI)",2,0
"1988","20200320_EL PASO (TX)",7,0
"1989","20200320_ERIE (PA)",1,0
"1990","20200320_EUGENE (OR)",5,1
"1991","20200320_EUREKA (CA)",2,0
"1992","20200320_EVANSVILLE (IN)",4,0
"1993","20200320_FAIRBANKS (AK)",6,0
"1994","20200320_FARGO (ND) - VALLEY CITY (ND)",3,0
"1995","20200320_FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)",5,0
"1996","20200320_FLORENCE (SC) - MYRTLE BEACH (SC)",10,1
"1997","20200320_FRESNO (CA) - VISALIA (CA)",24,0
"1998","20200320_FT. MYERS (FL) - NAPLES (FL)",41,2
"1999","20200320_FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)",3,0
"2000","20200320_FT. WAYNE (IN)",4,0
"2001","20200320_GAINESVILLE (FL)",15,0
"2002","20200320_GRAND JUNCTION (CO) - MONTROSE (CO)",1,0
"2003","20200320_GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)",14,0
"2004","20200320_GREEN BAY (WI) - APPLETON (WI)",24,1
"2005","20200320_GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)",12,0
"2006","20200320_GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)",5,0
"2007","20200320_GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)",21,0
"2008","20200320_GREENWOOD (MS) - GREENVILLE (MS)",9,0
"2009","20200320_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",1,0
"2010","20200320_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",25,0
"2011","20200320_HARRISONBURG",1,0
"2012","20200320_HARTFORD (CT) - NEW HAVEN (CT)",72,0
"2013","20200320_HATTIESBURG (MS) - LAUREL (MS)",6,0
"2014","20200320_HELENA (MT)",4,0
"2015","20200320_HONOLULU (HI)",37,0
"2016","20200320_HOUSTON (TX)",102,2
"2017","20200320_HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)",10,0
"2018","20200320_IDAHO FALLS (ID) - POCATELLO (ID)",5,0
"2019","20200320_INDIANAPOLIS (IN)",51,3
"2020","20200320_JACKSON (MS)",27,0
"2021","20200320_JACKSONVILLE (FL)",33,2
"2022","20200320_JOHNSTOWN (PA) - ALTOONA (PA)",1,0
"2023","20200320_JONESBORO (AR)",2,0
"2024","20200320_JOPLIN (MO) - PITTSBURG (KS)",1,0
"2025","20200320_JUNEAU (AK)",3,0
"2026","20200320_KANSAS CITY (MO)",64,2
"2027","20200320_KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)",4,0
"2028","20200320_KNOXVILLE (TN)",11,0
"2029","20200320_LA CROSSE (WI) - EAU CLAIRE (WI)",7,0
"2030","20200320_LAFAYETTE (IN)",2,0
"2031","20200320_LAFAYETTE (LA)",10,0
"2032","20200320_LAKE CHARLES (LA)",3,0
"2033","20200320_LANSING (MI)",11,0
"2034","20200320_LAREDO (TX)",1,0
"2035","20200320_LAS VEGAS (NV)",127,2
"2036","20200320_LEXINGTON (KY)",29,1
"2037","20200320_LINCOLN (NE) - HASTINGS (NE) - KEARNEY (NE)",3,0
"2038","20200320_LITTLE ROCK (AR) - PINE BLUFF (AR)",72,0
"2039","20200320_LOS ANGELES (CA)",413,6
"2040","20200320_LOUISVILLE (KY)",28,1
"2041","20200320_LUBBOCK (TX)",6,0
"2042","20200320_MACON (GA)",7,0
"2043","20200320_MADISON (WI)",41,0
"2044","20200320_MANKATO (MN)",6,0
"2045","20200320_MEDFORD (OR) - KLAMATH FALLS (OR)",3,0
"2046","20200320_MEMPHIS (TN)",58,0
"2047","20200320_MIAMI (FL) - FT. LAUDERDALE (FL)",253,2
"2048","20200320_MILWAUKEE (WI)",137,2
"2049","20200320_MINNEAPOLIS (MN) - ST. PAUL (MN)",97,0
"2050","20200320_MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)",26,0
"2051","20200320_MISSOULA (MT)",5,0
"2052","20200320_MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)",15,1
"2053","20200320_MONROE (LA) - EL DORADO (AR)",1,0
"2054","20200320_MONTEREY (CA) - SALINAS (CA)",25,1
"2055","20200320_MONTGOMERY (AL) - SELMA (AL)",9,0
"2056","20200320_NA",103,0
"2057","20200320_NASHVILLE (TN)",171,0
"2058","20200320_NEW ORLEANS (LA)",490,11
"2059","20200320_NEW YORK (NY)",7828,72
"2060","20200320_NORFOLK-PORTSMTH-NEWPT NWS",4,0
"2061","20200320_NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)",32,2
"2062","20200320_NORTH PLATTE (NE)",3,0
"2063","20200320_ODESSA (TX) - MIDLAND (TX)",1,0
"2064","20200320_OKLAHOMA CITY (OK)",41,0
"2065","20200320_OMAHA (NE)",47,0
"2066","20200320_ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)",68,1
"2067","20200320_PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)",6,0
"2068","20200320_PANAMA CITY (FL)",4,0
"2069","20200320_PEORIA (IL) - BLOOMINGTON (IL)",9,0
"2070","20200320_PHILADELPHIA (PA)",266,1
"2071","20200320_PHOENIX (AZ)",60,1
"2072","20200320_PITTSBURGH (PA)",39,0
"2073","20200320_PORTLAND (ME) - AUBURN (ME)",57,0
"2074","20200320_PORTLAND (OR)",105,5
"2075","20200320_PROVIDENCE (RI) - NEW BEDFORD (MA)",50,0
"2076","20200320_QUINCY (IL) - HANNIBAL (MO) - KEOKUK (IA)",1,0
"2077","20200320_RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)",83,0
"2078","20200320_RAPID CITY (SD)",4,0
"2079","20200320_RENO (NV)",25,0
"2080","20200320_RICHMOND (VA) - PETERSBURG (VA)",18,0
"2081","20200320_ROCHESTER (MN) - MASON CITY (IA) - AUSTIN (MN)",14,0
"2082","20200320_ROCHESTER (NY)",37,0
"2083","20200320_ROCKFORD (IL)",2,0
"2084","20200320_SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)",117,6
"2085","20200320_SALISBURY (MD)",9,0
"2086","20200320_SALT LAKE CITY (UT)",114,0
"2087","20200320_SAN ANTONIO (TX)",43,0
"2088","20200320_SAN DIEGO (CA)",131,0
"2089","20200320_SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)",539,11
"2090","20200320_SANTA BARBARA (CA) - SAN MARCOS (CA) - SAN LUIS OBISPO (CA)",25,0
"2091","20200320_SAVANNAH (GA)",11,0
"2092","20200320_SEATTLE (WA) - TACOMA (WA)",1350,79
"2093","20200320_SHREVEPORT (LA)",23,0
"2094","20200320_SIOUX CITY (IA)",2,0
"2095","20200320_SIOUX FALLS (SD) - MITCHELL (SD)",14,1
"2096","20200320_SOUTH BEND (IN) - ELKHART (IN)",6,0
"2097","20200320_SPOKANE (WA)",28,0
"2098","20200320_SPRINGFIELD (MA) - HOLYOKE (MA)",6,0
"2099","20200320_SPRINGFIELD (MO)",12,0
"2100","20200320_ST. LOUIS (MO)",30,1
"2101","20200320_SYRACUSE (NY)",15,0
"2102","20200320_TALLAHASSEE (FL) - THOMASVILLE (GA)",12,0
"2103","20200320_TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)",94,1
"2104","20200320_TERRE HAUTE (IN)",1,0
"2105","20200320_TOLEDO (OH)",2,1
"2106","20200320_TOPEKA (KS)",3,0
"2107","20200320_TRAVERSE CITY (MI) - CADILLAC (MI)",3,0
"2108","20200320_TUCSON (AZ) - SIERRA VISTA (AZ)",9,0
"2109","20200320_TULSA (OK)",7,1
"2110","20200320_TWIN FALLS (ID)",20,0
"2111","20200320_TYLER (TX) - LONGVIEW (TX) - LUFKIN (TX) - NACOGDOCHES (TX)",11,0
"2112","20200320_UTICA (NY)",4,0
"2113","20200320_WACO (TX) - TEMPLE (TX) - BRYAN (TX)",21,0
"2114","20200320_WASHINGTON (DC) - HAGERSTOWN (MD)",217,1
"2115","20200320_WASHINGTON, DC(HAGRSTWN)",3,0
"2116","20200320_WATERTOWN (NY)",1,0
"2117","20200320_WAUSAU (WI) - RHINELANDER (WI)",2,0
"2118","20200320_WEST PALM BEACH (FL) - FT. PIERCE (FL)",45,0
"2119","20200320_WHEELING (WV) - STEUBENVILLE (OH)",2,0
"2120","20200320_WICHITA (KS) - HUTCHINSON (KS)",5,0
"2121","20200320_WICHITA FALLS (TX) - LAWTON (OK)",5,0
"2122","20200320_WILKES BARRE (PA) - SCRANTON (PA)",27,0
"2123","20200320_WILMINGTON (NC)",5,0
"2124","20200320_YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)",21,1
"2125","20200320_YOUNGSTOWN (OH)",11,0
"2126","20200320_YUMA (AZ) - EL CENTRO (CA)",5,0
"2127","20200321_ABILENE (TX) - SWEETWATER (TX)",2,0
"2128","20200321_ALBANY (GA)",68,6
"2129","20200321_ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)",213,0
"2130","20200321_ALBUQUERQUE (NM) - SANTA FE (NM)",58,0
"2131","20200321_ALEXANDRIA (LA)",3,0
"2132","20200321_AMARILLO (TX)",5,0
"2133","20200321_ANCHORAGE (AK)",8,0
"2134","20200321_ATLANTA (GA)",410,13
"2135","20200321_AUGUSTA (GA)",16,0
"2136","20200321_AUSTIN (TX)",78,0
"2137","20200321_BAKERSFIELD (CA)",4,0
"2138","20200321_BALTIMORE (MD)",80,1
"2139","20200321_BANGOR (ME)",2,0
"2140","20200321_BATON ROUGE (LA)",39,0
"2141","20200321_BEND (OR)",9,0
"2142","20200321_BILLINGS (MT)",6,0
"2143","20200321_BILOXI (MS) - GULFPORT (MS)",16,0
"2144","20200321_BINGHAMTON (NY)",6,1
"2145","20200321_BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)",90,0
"2146","20200321_BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)",2,0
"2147","20200321_BOISE (ID)",13,0
"2148","20200321_BOSTON (MA) - MANCHESTER (NH)",499,2
"2149","20200321_BOWLING GREEN (KY)",4,0
"2150","20200321_BUFFALO (NY)",48,0
"2151","20200321_BURLINGTON (VT) - PLATTSBURGH (NY)",63,2
"2152","20200321_BUTTE (MT) - BOZEMAN (MT)",9,0
"2153","20200321_CASPER (WY) - RIVERTON (WY)",10,0
"2154","20200321_CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)",44,0
"2155","20200321_CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)",6,1
"2156","20200321_CHARLESTON (SC)",11,1
"2157","20200321_CHARLESTON (WV) - HUNTINGTON (WV)",3,0
"2158","20200321_CHARLOTTE (NC)",57,0
"2159","20200321_CHARLOTTESVILLE",1,0
"2160","20200321_CHARLOTTESVILLE (VA)",1,0
"2161","20200321_CHATTANOOGA (TN)",9,0
"2162","20200321_CHEYENNE (WY) - SCOTTSBLUF (NE)",5,0
"2163","20200321_CHICAGO (IL)",726,5
"2164","20200321_CHICO (CA) - REDDING (CA)",3,0
"2165","20200321_CINCINNATI (OH)",33,0
"2166","20200321_CLARKSBURG (WV) - WESTON (WV)",2,0
"2167","20200321_CLEVELAND (OH) - AKRON (OH) - CANTON (OH)",149,2
"2168","20200321_COLORADO SPRINGS (CO) - PUEBLO (CO)",41,4
"2169","20200321_COLUMBIA (MO) - JEFFERSON CITY (MO)",14,1
"2170","20200321_COLUMBIA (SC)",94,1
"2171","20200321_COLUMBUS (GA)",18,0
"2172","20200321_COLUMBUS (MS) - TUPELO (MS) - WEST POINT (MS)",18,0
"2173","20200321_COLUMBUS (OH)",30,0
"2174","20200321_DALLAS (TX) - FT. WORTH (TX)",204,3
"2175","20200321_DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL)",4,0
"2176","20200321_DAYTON (OH)",15,0
"2177","20200321_DENVER (CO)",434,2
"2178","20200321_DES MOINES (IA) - AMES (IA)",18,0
"2179","20200321_DETROIT (MI)",724,5
"2180","20200321_DOTHAN (AL)",2,1
"2181","20200321_DULUTH (MN) - SUPERIOR (WI)",3,0
"2182","20200321_EL PASO (TX)",8,0
"2183","20200321_ELMIRA (NY)",2,0
"2184","20200321_ERIE (PA)",1,0
"2185","20200321_EUGENE (OR)",6,1
"2186","20200321_EUREKA (CA)",2,0
"2187","20200321_EVANSVILLE (IN)",8,0
"2188","20200321_FAIRBANKS (AK)",7,0
"2189","20200321_FARGO (ND) - VALLEY CITY (ND)",3,0
"2190","20200321_FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)",13,0
"2191","20200321_FLORENCE (SC) - MYRTLE BEACH (SC)",14,1
"2192","20200321_FRESNO (CA) - VISALIA (CA)",24,0
"2193","20200321_FT. MYERS (FL) - NAPLES (FL)",47,2
"2194","20200321_FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)",3,0
"2195","20200321_FT. WAYNE (IN)",7,0
"2196","20200321_GAINESVILLE (FL)",25,0
"2197","20200321_GRAND JUNCTION (CO) - MONTROSE (CO)",2,0
"2198","20200321_GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)",27,1
"2199","20200321_GREAT FALLS (MT)",3,0
"2200","20200321_GREEN BAY (WI) - APPLETON (WI)",26,1
"2201","20200321_GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)",13,0
"2202","20200321_GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)",5,0
"2203","20200321_GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)",34,0
"2204","20200321_GREENWOOD (MS) - GREENVILLE (MS)",11,0
"2205","20200321_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",6,0
"2206","20200321_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",31,0
"2207","20200321_HARRISONBURG",1,0
"2208","20200321_HARTFORD (CT) - NEW HAVEN (CT)",83,1
"2209","20200321_HATTIESBURG (MS) - LAUREL (MS)",7,0
"2210","20200321_HELENA (MT)",4,0
"2211","20200321_HONOLULU (HI)",48,0
"2212","20200321_HOUSTON (TX)",127,2
"2213","20200321_HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)",13,0
"2214","20200321_IDAHO FALLS (ID) - POCATELLO (ID)",7,0
"2215","20200321_INDIANAPOLIS (IN)",86,4
"2216","20200321_JACKSON (MS)",48,0
"2217","20200321_JACKSON (TN)",1,0
"2218","20200321_JACKSONVILLE (FL)",46,3
"2219","20200321_JOHNSTOWN (PA) - ALTOONA (PA)",1,0
"2220","20200321_JONESBORO (AR)",2,0
"2221","20200321_JOPLIN (MO) - PITTSBURG (KS)",2,0
"2222","20200321_JUNEAU (AK)",6,0
"2223","20200321_KANSAS CITY (MO)",74,3
"2224","20200321_KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)",4,0
"2225","20200321_KNOXVILLE (TN)",22,0
"2226","20200321_LA CROSSE (WI) - EAU CLAIRE (WI)",9,0
"2227","20200321_LAFAYETTE (IN)",2,0
"2228","20200321_LAFAYETTE (LA)",14,0
"2229","20200321_LAKE CHARLES (LA)",5,0
"2230","20200321_LANSING (MI)",16,0
"2231","20200321_LAREDO (TX)",2,0
"2232","20200321_LAS VEGAS (NV)",127,2
"2233","20200321_LEXINGTON (KY)",35,2
"2234","20200321_LINCOLN (NE) - HASTINGS (NE) - KEARNEY (NE)",5,0
"2235","20200321_LITTLE ROCK (AR) - PINE BLUFF (AR)",88,0
"2236","20200321_LOS ANGELES (CA)",494,9
"2237","20200321_LOUISVILLE (KY)",36,1
"2238","20200321_LUBBOCK (TX)",11,0
"2239","20200321_MACON (GA)",9,0
"2240","20200321_MADISON (WI)",60,0
"2241","20200321_MANKATO (MN)",8,0
"2242","20200321_MEDFORD (OR) - KLAMATH FALLS (OR)",6,0
"2243","20200321_MEMPHIS (TN)",76,0
"2244","20200321_MIAMI (FL) - FT. LAUDERDALE (FL)",335,3
"2245","20200321_MILWAUKEE (WI)",179,3
"2246","20200321_MINNEAPOLIS (MN) - ST. PAUL (MN)",112,1
"2247","20200321_MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)",27,0
"2248","20200321_MISSOULA (MT)",7,0
"2249","20200321_MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)",20,1
"2250","20200321_MONROE (LA) - EL DORADO (AR)",3,0
"2251","20200321_MONTEREY (CA) - SALINAS (CA)",31,2
"2252","20200321_MONTGOMERY (AL) - SELMA (AL)",9,0
"2253","20200321_NA",305,1
"2254","20200321_NASHVILLE (TN)",223,2
"2255","20200321_NEW ORLEANS (LA)",679,17
"2256","20200321_NEW YORK (NY)",11270,99
"2257","20200321_NORFOLK-PORTSMTH-NEWPT NWS",4,0
"2258","20200321_NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)",39,2
"2259","20200321_NORTH PLATTE (NE)",3,0
"2260","20200321_ODESSA (TX) - MIDLAND (TX)",2,0
"2261","20200321_OKLAHOMA CITY (OK)",44,0
"2262","20200321_OMAHA (NE)",54,0
"2263","20200321_ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)",91,1
"2264","20200321_PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)",6,0
"2265","20200321_PANAMA CITY (FL)",6,0
"2266","20200321_PEORIA (IL) - BLOOMINGTON (IL)",11,0
"2267","20200321_PHILADELPHIA (PA)",382,1
"2268","20200321_PHOENIX (AZ)",86,1
"2269","20200321_PITTSBURGH (PA)",45,1
"2270","20200321_PORTLAND (ME) - AUBURN (ME)",70,0
"2271","20200321_PORTLAND (OR)",130,6
"2272","20200321_PROVIDENCE (RI) - NEW BEDFORD (MA)",80,0
"2273","20200321_QUINCY (IL) - HANNIBAL (MO) - KEOKUK (IA)",1,0
"2274","20200321_RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)",108,0
"2275","20200321_RAPID CITY (SD)",4,0
"2276","20200321_RENO (NV)",25,0
"2277","20200321_RICHMOND (VA) - PETERSBURG (VA)",24,0
"2278","20200321_ROANOKE (VA) - LYNCHBURG (VA)",2,0
"2279","20200321_ROCHESTER (MN) - MASON CITY (IA) - AUSTIN (MN)",18,0
"2280","20200321_ROCHESTER (NY)",51,0
"2281","20200321_ROCKFORD (IL)",4,0
"2282","20200321_SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)",131,6
"2283","20200321_SALISBURY (MD)",12,0
"2284","20200321_SALT LAKE CITY (UT)",140,0
"2285","20200321_SAN ANTONIO (TX)",53,0
"2286","20200321_SAN DIEGO (CA)",159,0
"2287","20200321_SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)",646,11
"2288","20200321_SANTA BARBARA (CA) - SAN MARCOS (CA) - SAN LUIS OBISPO (CA)",44,0
"2289","20200321_SAVANNAH (GA)",18,0
"2290","20200321_SEATTLE (WA) - TACOMA (WA)",1576,90
"2291","20200321_SHREVEPORT (LA)",28,0
"2292","20200321_SIOUX CITY (IA)",2,0
"2293","20200321_SIOUX FALLS (SD) - MITCHELL (SD)",14,1
"2294","20200321_SOUTH BEND (IN) - ELKHART (IN)",9,0
"2295","20200321_SPOKANE (WA)",33,0
"2296","20200321_SPRINGFIELD (MA) - HOLYOKE (MA)",13,0
"2297","20200321_SPRINGFIELD (MO)",14,0
"2298","20200321_ST. LOUIS (MO)",44,1
"2299","20200321_SYRACUSE (NY)",28,0
"2300","20200321_TALLAHASSEE (FL) - THOMASVILLE (GA)",12,0
"2301","20200321_TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)",135,1
"2302","20200321_TERRE HAUTE (IN)",2,0
"2303","20200321_TOLEDO (OH)",6,1
"2304","20200321_TOPEKA (KS)",3,0
"2305","20200321_TRAVERSE CITY (MI) - CADILLAC (MI)",5,0
"2306","20200321_TUCSON (AZ) - SIERRA VISTA (AZ)",14,0
"2307","20200321_TULSA (OK)",8,1
"2308","20200321_TWIN FALLS (ID)",22,0
"2309","20200321_TYLER (TX) - LONGVIEW (TX) - LUFKIN (TX) - NACOGDOCHES (TX)",11,0
"2310","20200321_UTICA (NY)",7,0
"2311","20200321_WACO (TX) - TEMPLE (TX) - BRYAN (TX)",34,0
"2312","20200321_WASHINGTON (DC) - HAGERSTOWN (MD)",266,4
"2313","20200321_WASHINGTON, DC(HAGRSTWN)",5,0
"2314","20200321_WATERTOWN (NY)",1,0
"2315","20200321_WAUSAU (WI) - RHINELANDER (WI)",2,0
"2316","20200321_WEST PALM BEACH (FL) - FT. PIERCE (FL)",63,0
"2317","20200321_WHEELING (WV) - STEUBENVILLE (OH)",4,0
"2318","20200321_WICHITA (KS) - HUTCHINSON (KS)",6,0
"2319","20200321_WICHITA FALLS (TX) - LAWTON (OK)",5,0
"2320","20200321_WILKES BARRE (PA) - SCRANTON (PA)",39,0
"2321","20200321_WILMINGTON (NC)",5,0
"2322","20200321_YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)",36,2
"2323","20200321_YOUNGSTOWN (OH)",18,0
"2324","20200321_YUMA (AZ) - EL CENTRO (CA)",5,0
"2325","20200322_ABILENE (TX) - SWEETWATER (TX)",2,0
"2326","20200322_ALBANY (GA)",76,6
"2327","20200322_ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)",272,1
