"","Category","Total Cases","Total Deaths"
"7809","20200416_PROVIDENCE (RI) - NEW BEDFORD (MA)",5443,181
"7810","20200416_QUINCY (IL) - HANNIBAL (MO) - KEOKUK (IA)",43,0
"7811","20200416_RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)",2101,37
"7812","20200416_RAPID CITY (SD)",39,0
"7813","20200416_RENO (NV)",671,17
"7814","20200416_RICHMOND-PETERSBURG",45,0
"7815","20200416_RICHMOND (VA) - PETERSBURG (VA)",1299,59
"7816","20200416_ROANOKE-LYNCHBURG",93,0
"7817","20200416_ROANOKE (VA) - LYNCHBURG (VA)",195,0
"7818","20200416_ROCHESTER (MN) - MASON CITY (IA) - AUSTIN (MN)",267,2
"7819","20200416_ROCHESTER (NY)",1085,52
"7820","20200416_ROCKFORD (IL)",192,10
"7821","20200416_SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)",1985,74
"7822","20200416_SALISBURY (MD)",834,20
"7823","20200416_SALT LAKE CITY (UT)",2714,21
"7824","20200416_SAN ANGELO (TX)",44,1
"7825","20200416_SAN ANTONIO (TX)",1111,46
"7826","20200416_SAN DIEGO (CA)",2087,63
"7827","20200416_SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)",5731,185
"7828","20200416_SANTA BARBARA (CA) - SAN MARCOS (CA) - SAN LUIS OBISPO (CA)",479,4
"7829","20200416_SAVANNAH (GA)",599,19
"7830","20200416_SEATTLE (WA) - TACOMA (WA)",8980,487
"7831","20200416_SHERMAN (TX) - ADA (OK)",44,1
"7832","20200416_SHREVEPORT (LA)",2028,104
"7833","20200416_SIOUX CITY (IA)",71,2
"7834","20200416_SIOUX FALLS (SD) - MITCHELL (SD)",1303,7
"7835","20200416_SOUTH BEND (IN) - ELKHART (IN)",651,21
"7836","20200416_SPOKANE (WA)",607,30
"7837","20200416_SPRINGFIELD (MA) - HOLYOKE (MA)",2403,194
"7838","20200416_SPRINGFIELD (MO)",206,11
"7839","20200416_ST. JOSEPH (MO)",36,1
"7840","20200416_ST. LOUIS (MO)",4072,143
"7841","20200416_SYRACUSE (NY)",805,20
"7842","20200416_TALLAHASSEE (FL) - THOMASVILLE (GA)",677,28
"7843","20200416_TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)",2697,99
"7844","20200416_TERRE HAUTE (IN)",174,7
"7845","20200416_TOLEDO (OH)",885,40
"7846","20200416_TOPEKA (KS)",220,11
"7847","20200416_TRAVERSE CITY (MI) - CADILLAC (MI)",229,17
"7848","20200416_TRI-CITIES, TN-VA",20,0
"7849","20200416_TUCSON (AZ) - SIERRA VISTA (AZ)",792,37
"7850","20200416_TULSA (OK)",1017,65
"7851","20200416_TWIN FALLS (ID)",628,16
"7852","20200416_TYLER (TX) - LONGVIEW (TX) - LUFKIN (TX) - NACOGDOCHES (TX)",318,10
"7853","20200416_UTICA (NY)",336,9
"7854","20200416_VICTORIA (TX)",89,1
"7855","20200416_WACO (TX) - TEMPLE (TX) - BRYAN (TX)",450,22
"7856","20200416_WASHINGTON (DC) - HAGERSTOWN (MD)",11820,297
"7857","20200416_WASHINGTON, DC(HAGRSTWN)",392,6
"7858","20200416_WATERTOWN (NY)",149,1
"7859","20200416_WAUSAU (WI) - RHINELANDER (WI)",34,2
"7860","20200416_WEST PALM BEACH (FL) - FT. PIERCE (FL)",2281,127
"7861","20200416_WHEELING (WV) - STEUBENVILLE (OH)",134,4
"7862","20200416_WICHITA (KS) - HUTCHINSON (KS)",401,8
"7863","20200416_WICHITA FALLS (TX) - LAWTON (OK)",155,3
"7864","20200416_WILKES BARRE (PA) - SCRANTON (PA)",3918,103
"7865","20200416_WILMINGTON (NC)",141,4
"7866","20200416_YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)",1210,65
"7867","20200416_YOUNGSTOWN (OH)",901,65
"7868","20200416_YUMA (AZ) - EL CENTRO (CA)",164,3
"7869","20200416_ZANESVILLE (OH)",8,0
"7870","20200417_ABILENE (TX) - SWEETWATER (TX)",113,3
"7871","20200417_ALBANY (GA)",2675,167
"7872","20200417_ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)",2071,99
"7873","20200417_ALBUQUERQUE (NM) - SANTA FE (NM)",1839,56
"7874","20200417_ALEXANDRIA (LA)",290,11
"7875","20200417_ALPENA (MI)",3,1
"7876","20200417_AMARILLO (TX)",382,7
"7877","20200417_ANCHORAGE (AK)",181,5
"7878","20200417_ATLANTA (GA)",10321,355
"7879","20200417_AUGUSTA (GA)",574,21
"7880","20200417_AUSTIN (TX)",1428,28
"7881","20200417_BAKERSFIELD (CA)",553,3
"7882","20200417_BALTIMORE (MD)",4949,152
"7883","20200417_BANGOR (ME)",105,5
"7884","20200417_BATON ROUGE (LA)",2958,158
"7885","20200417_BEAUMONT (TX) - PORT ARTHUR (TX)",293,10
"7886","20200417_BEND (OR)",61,0
"7887","20200417_BILLINGS (MT)",91,0
"7888","20200417_BILOXI (MS) - GULFPORT (MS)",359,11
"7889","20200417_BINGHAMTON (NY)",332,6
"7890","20200417_BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)",1686,49
"7891","20200417_BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)",36,0
"7892","20200417_BOISE (ID)",801,15
"7893","20200417_BOSTON (MA) - MANCHESTER (NH)",30293,1114
"7894","20200417_BOWLING GREEN (KY)",198,6
"7895","20200417_BUFFALO (NY)",2404,129
"7896","20200417_BURLINGTON (VT) - PLATTSBURGH (NY)",804,36
"7897","20200417_BUTTE (MT) - BOZEMAN (MT)",167,1
"7898","20200417_CASPER (WY) - RIVERTON (WY)",97,0
"7899","20200417_CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)",1108,42
"7900","20200417_CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)",311,23
"7901","20200417_CHARLESTON (SC)",665,10
"7902","20200417_CHARLESTON (WV) - HUNTINGTON (WV)",390,11
"7903","20200417_CHARLOTTE (NC)",2405,57
"7904","20200417_CHARLOTTESVILLE",40,1
"7905","20200417_CHARLOTTESVILLE (VA)",135,0
"7906","20200417_CHATTANOOGA (TN)",369,21
"7907","20200417_CHEYENNE (WY) - SCOTTSBLUF (NE)",90,1
"7908","20200417_CHICAGO (IL)",27116,1112
"7909","20200417_CHICO (CA) - REDDING (CA)",47,3
"7910","20200417_CINCINNATI (OH)",1546,74
"7911","20200417_CLARKSBURG (WV) - WESTON (WV)",94,3
"7912","20200417_CLEVELAND (OH) - AKRON (OH) - CANTON (OH)",2952,163
"7913","20200417_COLORADO SPRINGS (CO) - PUEBLO (CO)",835,58
"7914","20200417_COLUMBIA (MO) - JEFFERSON CITY (MO)",205,3
"7915","20200417_COLUMBIA (SC)",1482,50
"7916","20200417_COLUMBUS (GA)",1393,64
"7917","20200417_COLUMBUS (MS) - TUPELO (MS) - WEST POINT (MS)",440,22
"7918","20200417_COLUMBUS (OH)",2498,40
"7919","20200417_CORPUS CHRISTI (TX)",115,1
"7920","20200417_DALLAS (TX) - FT. WORTH (TX)",4864,134
"7921","20200417_DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL)",823,15
"7922","20200417_DAYTON (OH)",566,47
"7923","20200417_DENVER (CO)",8000,321
"7924","20200417_DES MOINES (IA) - AMES (IA)",503,13
"7925","20200417_DETROIT (MI)",25029,1927
"7926","20200417_DOTHAN (AL)",329,13
"7927","20200417_DULUTH (MN) - SUPERIOR (WI)",100,9
"7928","20200417_EL PASO (TX)",547,8
"7929","20200417_ELMIRA (NY)",245,8
"7930","20200417_ERIE (PA)",66,1
"7931","20200417_EUGENE (OR)",96,5
"7932","20200417_EUREKA (CA)",54,0
"7933","20200417_EVANSVILLE (IN)",517,19
"7934","20200417_FAIRBANKS (AK)",80,2
"7935","20200417_FARGO (ND) - VALLEY CITY (ND)",296,6
"7936","20200417_FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)",1906,152
"7937","20200417_FLORENCE (SC) - MYRTLE BEACH (SC)",418,19
"7938","20200417_FRESNO (CA) - VISALIA (CA)",831,30
"7939","20200417_FT. MYERS (FL) - NAPLES (FL)",1355,46
"7940","20200417_FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)",163,2
"7941","20200417_FT. WAYNE (IN)",382,22
"7942","20200417_GAINESVILLE (FL)",217,0
"7943","20200417_GRAND JUNCTION (CO) - MONTROSE (CO)",120,8
"7944","20200417_GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)",1097,54
"7945","20200417_GREAT FALLS (MT)",49,4
"7946","20200417_GREEN BAY (WI) - APPLETON (WI)",356,11
"7947","20200417_GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)",599,28
"7948","20200417_GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)",293,8
"7949","20200417_GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)",1231,40
"7950","20200417_GREENWOOD (MS) - GREENVILLE (MS)",299,17
"7951","20200417_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",535,9
"7952","20200417_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",2530,104
"7953","20200417_HARRISONBURG",225,0
"7954","20200417_HARRISONBURG (VA)",104,0
"7955","20200417_HARTFORD (CT) - NEW HAVEN (CT)",9168,609
"7956","20200417_HATTIESBURG (MS) - LAUREL (MS)",361,5
"7957","20200417_HELENA (MT)",20,0
"7958","20200417_HONOLULU (HI)",547,9
"7959","20200417_HOUSTON (TX)",6625,116
"7960","20200417_HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)",563,18
"7961","20200417_IDAHO FALLS (ID) - POCATELLO (ID)",108,0
"7962","20200417_INDIANAPOLIS (IN)",6609,374
"7963","20200417_JACKSON (MS)",1340,36
"7964","20200417_JACKSON (TN)",113,0
"7965","20200417_JACKSONVILLE (FL)",1628,43
"7966","20200417_JOHNSTOWN (PA) - ALTOONA (PA)",155,3
"7967","20200417_JONESBORO (AR)",85,2
"7968","20200417_JOPLIN (MO) - PITTSBURG (KS)",112,2
"7969","20200417_JUNEAU (AK)",42,0
"7970","20200417_KANSAS CITY (MO)",1930,94
"7971","20200417_KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)",239,7
"7972","20200417_KNOXVILLE (TN)",460,12
"7973","20200417_LA CROSSE (WI) - EAU CLAIRE (WI)",180,10
"7974","20200417_LAFAYETTE (IN)",57,2
"7975","20200417_LAFAYETTE (LA)",1106,65
"7976","20200417_LAKE CHARLES (LA)",425,27
"7977","20200417_LANSING (MI)",800,36
"7978","20200417_LAREDO (TX)",259,11
"7979","20200417_LAS VEGAS (NV)",2759,124
"7980","20200417_LEXINGTON (KY)",561,19
"7981","20200417_LIMA (OH)",86,10
"7982","20200417_LINCOLN (NE) - HASTINGS (NE) - KEARNEY (NE)",743,12
"7983","20200417_LITTLE ROCK (AR) - PINE BLUFF (AR)",1085,28
"7984","20200417_LOS ANGELES (CA)",16859,660
"7985","20200417_LOUISVILLE (KY)",1363,89
"7986","20200417_LUBBOCK (TX)",469,33
"7987","20200417_MACON (GA)",881,25
"7988","20200417_MADISON (WI)",521,27
"7989","20200417_MANKATO (MN)",73,5
"7990","20200417_MARQUETTE (MI)",50,8
"7991","20200417_MEDFORD (OR) - KLAMATH FALLS (OR)",104,1
"7992","20200417_MEMPHIS (TN)",2583,60
"7993","20200417_MERIDIAN (MS)",329,15
"7994","20200417_MIAMI (FL) - FT. LAUDERDALE (FL)",12579,305
"7995","20200417_MILWAUKEE (WI)",2962,162
"7996","20200417_MINNEAPOLIS (MN) - ST. PAUL (MN)",1549,85
"7997","20200417_MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)",219,7
"7998","20200417_MISSOULA (MT)",81,2
"7999","20200417_MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)",1343,42
"8000","20200417_MONROE (LA) - EL DORADO (AR)",865,27
"8001","20200417_MONTEREY (CA) - SALINAS (CA)",261,7
"8002","20200417_MONTGOMERY (AL) - SELMA (AL)",687,24
"8003","20200417_NA",5354,903
"8004","20200417_NASHVILLE (TN)",3717,84
"8005","20200417_NEW ORLEANS (LA)",15828,845
"8006","20200417_NEW YORK (NY)",300786,15884
"8007","20200417_NORFOLK-PORTSMTH-NEWPT NWS",29,1
"8008","20200417_NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)",1269,22
"8009","20200417_NORTH PLATTE (NE)",18,1
"8010","20200417_ODESSA (TX) - MIDLAND (TX)",132,8
"8011","20200417_OKLAHOMA CITY (OK)",1235,64
"8012","20200417_OMAHA (NE)",448,11
"8013","20200417_ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)",2825,68
"8014","20200417_OTTUMWA (IA) - KIRKSVILLE (MO)",36,0
"8015","20200417_PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)",432,16
"8016","20200417_PANAMA CITY (FL)",104,2
"8017","20200417_PARKERSBURG (WV)",85,6
"8018","20200417_PEORIA (IL) - BLOOMINGTON (IL)",175,7
"8019","20200417_PHILADELPHIA (PA)",29322,1022
"8020","20200417_PHOENIX (AZ)",3489,118
"8021","20200417_PITTSBURGH (PA)",1956,100
"8022","20200417_PORTLAND (ME) - AUBURN (ME)",753,24
"8023","20200417_PORTLAND (OR)",1826,83
"8024","20200417_PRESQUE ISLE (ME)",3,0
"8025","20200417_PROVIDENCE (RI) - NEW BEDFORD (MA)",5836,193
"8026","20200417_QUINCY (IL) - HANNIBAL (MO) - KEOKUK (IA)",44,0
"8027","20200417_RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)",2322,45
"8028","20200417_RAPID CITY (SD)",39,0
"8029","20200417_RENO (NV)",694,18
"8030","20200417_RICHMOND-PETERSBURG",46,0
"8031","20200417_RICHMOND (VA) - PETERSBURG (VA)",1410,59
"8032","20200417_ROANOKE-LYNCHBURG",100,0
"8033","20200417_ROANOKE (VA) - LYNCHBURG (VA)",212,0
"8034","20200417_ROCHESTER (MN) - MASON CITY (IA) - AUSTIN (MN)",278,2
"8035","20200417_ROCHESTER (NY)",1133,52
"8036","20200417_ROCKFORD (IL)",233,11
"8037","20200417_SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)",2069,75
"8038","20200417_SALISBURY (MD)",971,24
"8039","20200417_SALT LAKE CITY (UT)",2848,23
"8040","20200417_SAN ANGELO (TX)",45,1
"8041","20200417_SAN ANTONIO (TX)",1190,46
"8042","20200417_SAN DIEGO (CA)",2158,70
"8043","20200417_SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)",5882,195
"8044","20200417_SANTA BARBARA (CA) - SAN MARCOS (CA) - SAN LUIS OBISPO (CA)",500,4
"8045","20200417_SAVANNAH (GA)",631,19
"8046","20200417_SEATTLE (WA) - TACOMA (WA)",9147,500
"8047","20200417_SHERMAN (TX) - ADA (OK)",45,1
"8048","20200417_SHREVEPORT (LA)",2152,107
"8049","20200417_SIOUX CITY (IA)",92,2
"8050","20200417_SIOUX FALLS (SD) - MITCHELL (SD)",1413,7
"8051","20200417_SOUTH BEND (IN) - ELKHART (IN)",729,22
"8052","20200417_SPOKANE (WA)",624,31
"8053","20200417_SPRINGFIELD (MA) - HOLYOKE (MA)",2565,215
"8054","20200417_SPRINGFIELD (MO)",216,11
"8055","20200417_ST. JOSEPH (MO)",38,1
"8056","20200417_ST. LOUIS (MO)",4212,162
"8057","20200417_SYRACUSE (NY)",829,20
"8058","20200417_TALLAHASSEE (FL) - THOMASVILLE (GA)",707,31
"8059","20200417_TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)",2832,117
"8060","20200417_TERRE HAUTE (IN)",184,8
"8061","20200417_TOLEDO (OH)",953,41
"8062","20200417_TOPEKA (KS)",243,11
"8063","20200417_TRAVERSE CITY (MI) - CADILLAC (MI)",237,20
"8064","20200417_TRI-CITIES, TN-VA",22,0
"8065","20200417_TUCSON (AZ) - SIERRA VISTA (AZ)",854,51
"8066","20200417_TULSA (OK)",1066,69
"8067","20200417_TWIN FALLS (ID)",642,17
"8068","20200417_TYLER (TX) - LONGVIEW (TX) - LUFKIN (TX) - NACOGDOCHES (TX)",339,11
"8069","20200417_UTICA (NY)",351,9
"8070","20200417_VICTORIA (TX)",89,1
"8071","20200417_WACO (TX) - TEMPLE (TX) - BRYAN (TX)",476,24
"8072","20200417_WASHINGTON (DC) - HAGERSTOWN (MD)",12647,327
"8073","20200417_WASHINGTON, DC(HAGRSTWN)",455,6
"8074","20200417_WATERTOWN (NY)",154,1
"8075","20200417_WAUSAU (WI) - RHINELANDER (WI)",37,2
"8076","20200417_WEST PALM BEACH (FL) - FT. PIERCE (FL)",2512,132
"8077","20200417_WHEELING (WV) - STEUBENVILLE (OH)",140,4
"8078","20200417_WICHITA (KS) - HUTCHINSON (KS)",473,8
"8079","20200417_WICHITA FALLS (TX) - LAWTON (OK)",165,3
"8080","20200417_WILKES BARRE (PA) - SCRANTON (PA)",4094,109
"8081","20200417_WILMINGTON (NC)",152,5
"8082","20200417_YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)",1286,72
"8083","20200417_YOUNGSTOWN (OH)",970,71
"8084","20200417_YUMA (AZ) - EL CENTRO (CA)",178,3
"8085","20200417_ZANESVILLE (OH)",8,0
"8086","20200418_ABILENE (TX) - SWEETWATER (TX)",166,3
"8087","20200418_ALBANY (GA)",2729,168
"8088","20200418_ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)",2154,100
"8089","20200418_ALBUQUERQUE (NM) - SANTA FE (NM)",1952,58
"8090","20200418_ALEXANDRIA (LA)",295,11
"8091","20200418_ALPENA (MI)",3,1
"8092","20200418_AMARILLO (TX)",428,8
"8093","20200418_ANCHORAGE (AK)",186,5
"8094","20200418_ATLANTA (GA)",10541,359
"8095","20200418_AUGUSTA (GA)",614,22
"8096","20200418_AUSTIN (TX)",1454,30
"8097","20200418_BAKERSFIELD (CA)",619,3
"8098","20200418_BALTIMORE (MD)",5278,164
"8099","20200418_BANGOR (ME)",106,7
"8100","20200418_BATON ROUGE (LA)",3076,171
"8101","20200418_BEAUMONT (TX) - PORT ARTHUR (TX)",309,12
"8102","20200418_BEND (OR)",63,0
"8103","20200418_BILLINGS (MT)",94,1
"8104","20200418_BILOXI (MS) - GULFPORT (MS)",372,12
"8105","20200418_BINGHAMTON (NY)",344,6
"8106","20200418_BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)",1724,48
"8107","20200418_BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)",38,0
"8108","20200418_BOISE (ID)",805,16
"8109","20200418_BOSTON (MA) - MANCHESTER (NH)",32137,1241
"8110","20200418_BOWLING GREEN (KY)",214,6
"8111","20200418_BUFFALO (NY)",2492,129
"8112","20200418_BURLINGTON (VT) - PLATTSBURGH (NY)",831,38
"8113","20200418_BUTTE (MT) - BOZEMAN (MT)",167,1
"8114","20200418_CASPER (WY) - RIVERTON (WY)",99,0
"8115","20200418_CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)",1209,46
"8116","20200418_CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)",332,25
"8117","20200418_CHARLESTON (SC)",668,10
"8118","20200418_CHARLESTON (WV) - HUNTINGTON (WV)",433,14
"8119","20200418_CHARLOTTE (NC)",2469,64
"8120","20200418_CHARLOTTESVILLE",41,1
"8121","20200418_CHARLOTTESVILLE (VA)",138,0
"8122","20200418_CHATTANOOGA (TN)",374,21
"8123","20200418_CHEYENNE (WY) - SCOTTSBLUF (NE)",91,1
"8124","20200418_CHICAGO (IL)",28598,1239
"8125","20200418_CHICO (CA) - REDDING (CA)",47,3
"8126","20200418_CINCINNATI (OH)",1639,77
"8127","20200418_CLARKSBURG (WV) - WESTON (WV)",94,3
"8128","20200418_CLEVELAND (OH) - AKRON (OH) - CANTON (OH)",3131,174
"8129","20200418_COLORADO SPRINGS (CO) - PUEBLO (CO)",854,58
"8130","20200418_COLUMBIA (MO) - JEFFERSON CITY (MO)",210,3
"8131","20200418_COLUMBIA (SC)",1527,50
"8132","20200418_COLUMBUS (GA)",1434,66
"8133","20200418_COLUMBUS (MS) - TUPELO (MS) - WEST POINT (MS)",470,23
"8134","20200418_COLUMBUS (OH)",3210,45
"8135","20200418_CORPUS CHRISTI (TX)",116,1
"8136","20200418_DALLAS (TX) - FT. WORTH (TX)",5074,144
"8137","20200418_DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL)",886,17
"8138","20200418_DAYTON (OH)",583,47
"8139","20200418_DENVER (CO)",8359,341
"8140","20200418_DES MOINES (IA) - AMES (IA)",539,17
"8141","20200418_DETROIT (MI)",25527,1989
"8142","20200418_DOTHAN (AL)",342,12
"8143","20200418_DULUTH (MN) - SUPERIOR (WI)",104,11
"8144","20200418_EL PASO (TX)",572,9
"8145","20200418_ELMIRA (NY)",252,8
"8146","20200418_ERIE (PA)",75,1
"8147","20200418_EUGENE (OR)",96,5
"8148","20200418_EUREKA (CA)",54,0
"8149","20200418_EVANSVILLE (IN)",544,20
"8150","20200418_FAIRBANKS (AK)",80,2
"8151","20200418_FARGO (ND) - VALLEY CITY (ND)",387,6
"8152","20200418_FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)",1996,161
"8153","20200418_FLORENCE (SC) - MYRTLE BEACH (SC)",447,21
"8154","20200418_FRESNO (CA) - VISALIA (CA)",861,30
"8155","20200418_FT. MYERS (FL) - NAPLES (FL)",1400,47
"8156","20200418_FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)",165,2
"8157","20200418_FT. WAYNE (IN)",414,23
"8158","20200418_GAINESVILLE (FL)",223,0
"8159","20200418_GRAND JUNCTION (CO) - MONTROSE (CO)",125,8
"8160","20200418_GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)",1184,57
"8161","20200418_GREAT FALLS (MT)",49,5
"8162","20200418_GREEN BAY (WI) - APPLETON (WI)",389,11
"8163","20200418_GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)",609,29
"8164","20200418_GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)",308,10
"8165","20200418_GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)",1310,40
"8166","20200418_GREENWOOD (MS) - GREENVILLE (MS)",314,18
"8167","20200418_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",568,10
"8168","20200418_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",2732,116
"8169","20200418_HARRISONBURG",245,0
"8170","20200418_HARRISONBURG (VA)",124,0
"8171","20200418_HARTFORD (CT) - NEW HAVEN (CT)",9662,651
"8172","20200418_HATTIESBURG (MS) - LAUREL (MS)",380,6
"8173","20200418_HELENA (MT)",20,0
"8174","20200418_HONOLULU (HI)",568,9
"8175","20200418_HOUSTON (TX)",6908,121
"8176","20200418_HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)",572,17
"8177","20200418_IDAHO FALLS (ID) - POCATELLO (ID)",109,0
"8178","20200418_INDIANAPOLIS (IN)",6849,391
"8179","20200418_JACKSON (MS)",1400,37
"8180","20200418_JACKSON (TN)",115,0
"8181","20200418_JACKSONVILLE (FL)",1672,43
"8182","20200418_JOHNSTOWN (PA) - ALTOONA (PA)",161,3
"8183","20200418_JONESBORO (AR)",93,2
"8184","20200418_JOPLIN (MO) - PITTSBURG (KS)",114,2
"8185","20200418_JUNEAU (AK)",42,0
"8186","20200418_KANSAS CITY (MO)",1978,97
"8187","20200418_KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)",241,7
"8188","20200418_KNOXVILLE (TN)",462,12
"8189","20200418_LA CROSSE (WI) - EAU CLAIRE (WI)",185,10
"8190","20200418_LAFAYETTE (IN)",59,2
"8191","20200418_LAFAYETTE (LA)",1146,70
"8192","20200418_LAKE CHARLES (LA)",425,29
"8193","20200418_LANSING (MI)",816,37
"8194","20200418_LAREDO (TX)",273,11
"8195","20200418_LAS VEGAS (NV)",2910,133
"8196","20200418_LEXINGTON (KY)",582,19
"8197","20200418_LIMA (OH)",92,13
"8198","20200418_LINCOLN (NE) - HASTINGS (NE) - KEARNEY (NE)",851,16
"8199","20200418_LITTLE ROCK (AR) - PINE BLUFF (AR)",1134,29
"8200","20200418_LOS ANGELES (CA)",17832,752
"8201","20200418_LOUISVILLE (KY)",1507,96
"8202","20200418_LUBBOCK (TX)",482,33
"8203","20200418_MACON (GA)",890,27
"8204","20200418_MADISON (WI)",539,30
"8205","20200418_MANKATO (MN)",73,5
"8206","20200418_MARQUETTE (MI)",52,9
"8207","20200418_MEDFORD (OR) - KLAMATH FALLS (OR)",108,1
"8208","20200418_MEMPHIS (TN)",2670,62
"8209","20200418_MERIDIAN (MS)",354,17
"8210","20200418_MIAMI (FL) - FT. LAUDERDALE (FL)",12955,316
"8211","20200418_MILWAUKEE (WI)",3059,165
"8212","20200418_MINNEAPOLIS (MN) - ST. PAUL (MN)",1643,94
"8213","20200418_MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)",224,7
"8214","20200418_MISSOULA (MT)",82,2
"8215","20200418_MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)",1382,43
"8216","20200418_MONROE (LA) - EL DORADO (AR)",898,28
"8217","20200418_MONTEREY (CA) - SALINAS (CA)",281,7
"8218","20200418_MONTGOMERY (AL) - SELMA (AL)",737,24
"8219","20200418_NA",5428,1496
"8220","20200418_NASHVILLE (TN)",3855,86
"8221","20200418_NEW ORLEANS (LA)",16056,869
"8222","20200418_NEW YORK (NY)",310454,16097
"8223","20200418_NORFOLK-PORTSMTH-NEWPT NWS",32,1
"8224","20200418_NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)",1321,23
"8225","20200418_NORTH PLATTE (NE)",18,1
"8226","20200418_ODESSA (TX) - MIDLAND (TX)",132,8
"8227","20200418_OKLAHOMA CITY (OK)",1281,66
"8228","20200418_OMAHA (NE)",467,11
"8229","20200418_ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)",2929,70
"8230","20200418_OTTUMWA (IA) - KIRKSVILLE (MO)",37,0
"8231","20200418_PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)",467,17
"8232","20200418_PANAMA CITY (FL)",109,2
"8233","20200418_PARKERSBURG (WV)",87,7
"8234","20200418_PEORIA (IL) - BLOOMINGTON (IL)",198,8
"8235","20200418_PHILADELPHIA (PA)",30824,1124
"8236","20200418_PHOENIX (AZ)",3632,120
"8237","20200418_PITTSBURGH (PA)",2168,123
"8238","20200418_PORTLAND (ME) - AUBURN (ME)",770,25
"8239","20200418_PORTLAND (OR)",1877,85
"8240","20200418_PRESQUE ISLE (ME)",2,0
"8241","20200418_PROVIDENCE (RI) - NEW BEDFORD (MA)",6189,220
"8242","20200418_QUINCY (IL) - HANNIBAL (MO) - KEOKUK (IA)",47,0
"8243","20200418_RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)",2505,50
"8244","20200418_RAPID CITY (SD)",39,0
"8245","20200418_RENO (NV)",719,19
"8246","20200418_RICHMOND-PETERSBURG",52,0
"8247","20200418_RICHMOND (VA) - PETERSBURG (VA)",1490,59
